StudentCourseGradeID,StudentCourseID,GradeTypeID,CreditAttempted,CreditGiven,NumericGrade,AlphaGrade,AlphaNumericGrade
22897,120369,3,,,74.00,C,2.00
22898,120369,4,,,71.00,C,2.00
22899,120369,5,,,74.00,C,2.00
22900,120369,8,,,77.00,C,2.00
22901,120369,10,,,79.00,C,2.00
22902,120369,11,,,80.00,B,3.00
22903,120370,3,,,87.00,B,3.00
22904,120370,4,,,84.00,B,3.00
22905,120370,5,,,87.00,B,3.00
22906,120370,8,,,90.00,A,4.00
22907,120370,10,,,92.00,A,4.00
22908,120370,11,,,93.00,A,4.00
22909,120371,3,,,86.00,B,3.00
22910,120371,4,,,83.00,B,3.00
22911,120371,5,,,86.00,B,3.00
22912,120371,8,,,89.00,B,3.00
22913,120371,10,,,91.00,A,4.00
22914,120371,11,,,92.00,A,4.00
22915,120372,3,,,84.00,B,3.00
22916,120372,4,,,81.00,B,3.00
22917,120372,5,,,84.00,B,3.00
22918,120372,8,,,87.00,B,3.00
22919,120372,10,,,89.00,B,3.00
22920,120372,11,,,90.00,A,4.00
22921,120373,3,,,79.00,C,2.00
22922,120373,4,,,76.00,C,2.00
22923,120373,5,,,79.00,C,2.00
22924,120373,8,,,82.00,B,3.00
22925,120373,10,,,84.00,B,3.00
22926,120373,11,,,85.00,B,3.00
22927,120374,3,,,0.00,F,0.00
22928,120374,4,,,0.00,F,0.00
22929,120374,5,,,0.00,F,0.00
22930,120374,8,,,3.00,F,0.00
22931,120374,10,,,5.00,F,0.00
22932,120374,11,,,6.00,F,0.00
22933,120375,3,,,74.00,C,2.00
22934,120375,4,,,71.00,C,2.00
22935,120375,5,,,74.00,C,2.00
22936,120375,8,,,77.00,C,2.00
22937,120375,10,,,79.00,C,2.00
22938,120375,11,,,80.00,B,3.00
22939,120376,3,,,73.00,C,2.00
22940,120376,4,,,70.00,C,2.00
22941,120376,5,,,73.00,C,2.00
22942,120376,8,,,76.00,C,2.00
22943,120376,10,,,78.00,C,2.00
22944,120376,11,,,79.00,C,2.00
22945,120377,3,,,85.00,B,3.00
22946,120377,4,,,82.00,B,3.00
22947,120377,5,,,85.00,B,3.00
22948,120377,8,,,88.00,B,3.00
22949,120377,10,,,90.00,A,4.00
22950,120377,11,,,91.00,A,4.00
22951,120378,3,,,78.00,C,2.00
22952,120378,4,,,75.00,C,2.00
22953,120378,5,,,78.00,C,2.00
22954,120378,8,,,81.00,B,3.00
22955,120378,10,,,83.00,B,3.00
22956,120378,11,,,84.00,B,3.00
22957,120379,3,,,56.00,F,0.00
22958,120379,4,,,53.00,F,0.00
22959,120379,5,,,56.00,F,0.00
22960,120379,8,,,59.00,F,0.00
22961,120379,10,,,61.00,D,1.00
22962,120379,11,,,62.00,D,1.00
22963,120380,3,,,0.00,F,0.00
22964,120380,4,,,0.00,F,0.00
22965,120380,5,,,0.00,F,0.00
22966,120380,8,,,3.00,F,0.00
22967,120380,10,,,5.00,F,0.00
22968,120380,11,,,6.00,F,0.00
22969,120381,3,,,82.00,B,3.00
22970,120381,4,,,79.00,C,2.00
22971,120381,5,,,82.00,B,3.00
22972,120381,8,,,85.00,B,3.00
22973,120381,10,,,87.00,B,3.00
22974,120381,11,,,88.00,B,3.00
22975,120382,3,,,69.00,D,1.00
22976,120382,4,,,66.00,D,1.00
22977,120382,5,,,69.00,D,1.00
22978,120382,8,,,72.00,C,2.00
22979,120382,10,,,74.00,C,2.00
22980,120382,11,,,75.00,C,2.00
22981,120383,3,,,71.00,C,2.00
22982,120383,4,,,68.00,D,1.00
22983,120383,5,,,71.00,C,2.00
22984,120383,8,,,74.00,C,2.00
22985,120383,10,,,76.00,C,2.00
22986,120383,11,,,77.00,C,2.00
22987,120384,3,,,88.00,B,3.00
22988,120384,4,,,85.00,B,3.00
22989,120384,5,,,88.00,B,3.00
22990,120384,8,,,91.00,A,4.00
22991,120384,10,,,93.00,A,4.00
22992,120384,11,,,94.00,A,4.00
22993,120385,3,,,77.00,C,2.00
22994,120385,4,,,74.00,C,2.00
22995,120385,5,,,77.00,C,2.00
22996,120385,8,,,80.00,B,3.00
22997,120385,10,,,82.00,B,3.00
22998,120385,11,,,83.00,B,3.00
22999,120386,3,,,76.00,C,2.00
23000,120386,4,,,73.00,C,2.00
23001,120386,5,,,76.00,C,2.00
23002,120386,8,,,79.00,C,2.00
23003,120386,10,,,81.00,B,3.00
23004,120386,11,,,82.00,B,3.00
23005,120387,3,,,100.00,A,4.00
23006,120387,4,,,97.00,A,4.00
23007,120387,5,,,100.00,A,4.00
23008,120387,8,,,100.00,A,4.00
23009,120387,10,,,100.00,A,4.00
23010,120387,11,,,100.00,A,4.00
23011,120388,3,,,56.00,F,0.00
23012,120388,4,,,53.00,F,0.00
23013,120388,5,,,56.00,F,0.00
23014,120388,8,,,59.00,F,0.00
23015,120388,10,,,61.00,D,1.00
23016,120388,11,,,62.00,D,1.00
23017,120389,3,,,60.00,D,1.00
23018,120389,4,,,57.00,F,0.00
23019,120389,5,,,60.00,D,1.00
23020,120389,8,,,63.00,D,1.00
23021,120389,10,,,65.00,D,1.00
23022,120389,11,,,66.00,D,1.00
23023,120390,3,,,63.00,D,1.00
23024,120390,4,,,60.00,D,1.00
23025,120390,5,,,63.00,D,1.00
23026,120390,8,,,66.00,D,1.00
23027,120390,10,,,68.00,D,1.00
23028,120390,11,,,69.00,D,1.00
23029,120391,3,,,81.00,B,3.00
23030,120391,4,,,78.00,C,2.00
23031,120391,5,,,81.00,B,3.00
23032,120391,8,,,84.00,B,3.00
23033,120391,10,,,86.00,B,3.00
23034,120391,11,,,87.00,B,3.00
23035,120392,3,,,65.00,D,1.00
23036,120392,4,,,62.00,D,1.00
23037,120392,5,,,65.00,D,1.00
23038,120392,8,,,68.00,D,1.00
23039,120392,10,,,70.00,C,2.00
23040,120392,11,,,71.00,C,2.00
23041,120393,3,,,90.00,A,4.00
23042,120393,4,,,87.00,B,3.00
23043,120393,5,,,90.00,A,4.00
23044,120393,8,,,93.00,A,4.00
23045,120393,10,,,95.00,A,4.00
23046,120393,11,,,96.00,A,4.00
23047,120394,3,,,99.00,A,4.00
23048,120394,4,,,96.00,A,4.00
23049,120394,5,,,99.00,A,4.00
23050,120394,8,,,100.00,A,4.00
23051,120394,10,,,100.00,A,4.00
23052,120394,11,,,100.00,A,4.00
23053,120395,3,,,86.00,B,3.00
23054,120395,4,,,83.00,B,3.00
23055,120395,5,,,86.00,B,3.00
23056,120395,8,,,89.00,B,3.00
23057,120395,10,,,91.00,A,4.00
23058,120395,11,,,92.00,A,4.00
23059,120396,3,,,78.00,C,2.00
23060,120396,4,,,75.00,C,2.00
23061,120396,5,,,78.00,C,2.00
23062,120396,8,,,81.00,B,3.00
23063,120396,10,,,83.00,B,3.00
23064,120396,11,,,84.00,B,3.00
23065,120397,3,,,76.00,C,2.00
23066,120397,4,,,73.00,C,2.00
23067,120397,5,,,76.00,C,2.00
23068,120397,8,,,79.00,C,2.00
23069,120397,10,,,81.00,B,3.00
23070,120397,11,,,82.00,B,3.00
23071,120398,3,,,94.00,A,4.00
23072,120398,4,,,91.00,A,4.00
23073,120398,5,,,94.00,A,4.00
23074,120398,8,,,97.00,A,4.00
23075,120398,10,,,99.00,A,4.00
23076,120398,11,,,100.00,A,4.00
23077,120399,3,,,75.00,C,2.00
23078,120399,4,,,72.00,C,2.00
23079,120399,5,,,75.00,C,2.00
23080,120399,8,,,78.00,C,2.00
23081,120399,10,,,80.00,B,3.00
23082,120399,11,,,81.00,B,3.00
23083,120400,3,,,80.00,B,3.00
23084,120400,4,,,77.00,C,2.00
23085,120400,5,,,80.00,B,3.00
23086,120400,8,,,83.00,B,3.00
23087,120400,10,,,85.00,B,3.00
23088,120400,11,,,86.00,B,3.00
23089,120401,3,,,80.00,B,3.00
23090,120401,4,,,77.00,C,2.00
23091,120401,5,,,80.00,B,3.00
23092,120401,8,,,83.00,B,3.00
23093,120401,10,,,85.00,B,3.00
23094,120401,11,,,86.00,B,3.00
23095,120402,3,,,79.00,C,2.00
23096,120402,4,,,76.00,C,2.00
23097,120402,5,,,79.00,C,2.00
23098,120402,8,,,82.00,B,3.00
23099,120402,10,,,84.00,B,3.00
23100,120402,11,,,85.00,B,3.00
23101,120403,3,,,77.00,C,2.00
23102,120403,4,,,74.00,C,2.00
23103,120403,5,,,77.00,C,2.00
23104,120403,8,,,80.00,B,3.00
23105,120403,10,,,82.00,B,3.00
23106,120403,11,,,83.00,B,3.00
23107,120404,3,,,78.00,C,2.00
23108,120404,4,,,75.00,C,2.00
23109,120404,5,,,78.00,C,2.00
23110,120404,8,,,81.00,B,3.00
23111,120404,10,,,83.00,B,3.00
23112,120404,11,,,84.00,B,3.00
23113,120405,3,,,0.00,F,0.00
23114,120405,4,,,0.00,F,0.00
23115,120405,5,,,0.00,F,0.00
23116,120405,8,,,3.00,F,0.00
23117,120405,10,,,5.00,F,0.00
23118,120405,11,,,6.00,F,0.00
23119,120406,3,,,97.00,A,4.00
23120,120406,4,,,94.00,A,4.00
23121,120406,5,,,97.00,A,4.00
23122,120406,8,,,100.00,A,4.00
23123,120406,10,,,100.00,A,4.00
23124,120406,11,,,100.00,A,4.00
23125,120407,3,,,75.00,C,2.00
23126,120407,4,,,72.00,C,2.00
23127,120407,5,,,75.00,C,2.00
23128,120407,8,,,78.00,C,2.00
23129,120407,10,,,80.00,B,3.00
23130,120407,11,,,81.00,B,3.00
23131,120408,3,,,75.00,C,2.00
23132,120408,4,,,72.00,C,2.00
23133,120408,5,,,75.00,C,2.00
23134,120408,8,,,78.00,C,2.00
23135,120408,10,,,80.00,B,3.00
23136,120408,11,,,81.00,B,3.00
23137,120409,3,,,75.00,C,2.00
23138,120409,4,,,72.00,C,2.00
23139,120409,5,,,75.00,C,2.00
23140,120409,8,,,78.00,C,2.00
23141,120409,10,,,80.00,B,3.00
23142,120409,11,,,81.00,B,3.00
23143,120410,3,,,84.00,B,3.00
23144,120410,4,,,81.00,B,3.00
23145,120410,5,,,84.00,B,3.00
23146,120410,8,,,87.00,B,3.00
23147,120410,10,,,89.00,B,3.00
23148,120410,11,,,90.00,A,4.00
23149,120411,3,,,55.00,F,0.00
23150,120411,4,,,52.00,F,0.00
23151,120411,5,,,55.00,F,0.00
23152,120411,8,,,58.00,F,0.00
23153,120411,10,,,60.00,D,1.00
23154,120411,11,,,61.00,D,1.00
23155,120412,3,,,57.00,F,0.00
23156,120412,4,,,54.00,F,0.00
23157,120412,5,,,57.00,F,0.00
23158,120412,8,,,60.00,D,1.00
23159,120412,10,,,62.00,D,1.00
23160,120412,11,,,63.00,D,1.00
23161,120413,3,,,100.00,A,4.00
23162,120413,4,,,97.00,A,4.00
23163,120413,5,,,100.00,A,4.00
23164,120413,8,,,100.00,A,4.00
23165,120413,10,,,100.00,A,4.00
23166,120413,11,,,100.00,A,4.00
23167,120414,3,,,85.00,B,3.00
23168,120414,4,,,82.00,B,3.00
23169,120414,5,,,85.00,B,3.00
23170,120414,8,,,88.00,B,3.00
23171,120414,10,,,90.00,A,4.00
23172,120414,11,,,91.00,A,4.00
23173,120415,3,,,88.00,B,3.00
23174,120415,4,,,85.00,B,3.00
23175,120415,5,,,88.00,B,3.00
23176,120415,8,,,91.00,A,4.00
23177,120415,10,,,93.00,A,4.00
23178,120415,11,,,94.00,A,4.00
23179,120416,3,,,92.00,A,4.00
23180,120416,4,,,89.00,B,3.00
23181,120416,5,,,92.00,A,4.00
23182,120416,8,,,95.00,A,4.00
23183,120416,10,,,97.00,A,4.00
23184,120416,11,,,98.00,A,4.00
23185,120417,3,,,90.00,A,4.00
23186,120417,4,,,87.00,B,3.00
23187,120417,5,,,90.00,A,4.00
23188,120417,8,,,93.00,A,4.00
23189,120417,10,,,95.00,A,4.00
23190,120417,11,,,96.00,A,4.00
23191,120418,3,,,84.00,B,3.00
23192,120418,4,,,81.00,B,3.00
23193,120418,5,,,84.00,B,3.00
23194,120418,8,,,87.00,B,3.00
23195,120418,10,,,89.00,B,3.00
23196,120418,11,,,90.00,A,4.00
23197,120419,3,,,0.00,F,0.00
23198,120419,4,,,0.00,F,0.00
23199,120419,5,,,0.00,F,0.00
23200,120419,8,,,3.00,F,0.00
23201,120419,10,,,5.00,F,0.00
23202,120419,11,,,6.00,F,0.00
23203,120420,3,,,72.00,C,2.00
23204,120420,4,,,69.00,D,1.00
23205,120420,5,,,72.00,C,2.00
23206,120420,8,,,75.00,C,2.00
23207,120420,10,,,77.00,C,2.00
23208,120420,11,,,78.00,C,2.00
23209,120421,3,,,79.00,C,2.00
23210,120421,4,,,76.00,C,2.00
23211,120421,5,,,79.00,C,2.00
23212,120421,8,,,82.00,B,3.00
23213,120421,10,,,84.00,B,3.00
23214,120421,11,,,85.00,B,3.00
23215,120422,3,,,78.00,C,2.00
23216,120422,4,,,75.00,C,2.00
23217,120422,5,,,78.00,C,2.00
23218,120422,8,,,81.00,B,3.00
23219,120422,10,,,83.00,B,3.00
23220,120422,11,,,84.00,B,3.00
23221,120423,3,,,67.00,D,1.00
23222,120423,4,,,64.00,D,1.00
23223,120423,5,,,67.00,D,1.00
23224,120423,8,,,70.00,C,2.00
23225,120423,10,,,72.00,C,2.00
23226,120423,11,,,73.00,C,2.00
23227,120424,3,,,75.00,C,2.00
23228,120424,4,,,72.00,C,2.00
23229,120424,5,,,75.00,C,2.00
23230,120424,8,,,78.00,C,2.00
23231,120424,10,,,80.00,B,3.00
23232,120424,11,,,81.00,B,3.00
23233,120425,3,,,57.00,F,0.00
23234,120425,4,,,54.00,F,0.00
23235,120425,5,,,57.00,F,0.00
23236,120425,8,,,60.00,D,1.00
23237,120425,10,,,62.00,D,1.00
23238,120425,11,,,63.00,D,1.00
23239,120426,3,,,77.00,C,2.00
23240,120426,4,,,74.00,C,2.00
23241,120426,5,,,77.00,C,2.00
23242,120426,8,,,80.00,B,3.00
23243,120426,10,,,82.00,B,3.00
23244,120426,11,,,83.00,B,3.00
23245,120427,3,,,75.00,C,2.00
23246,120427,4,,,72.00,C,2.00
23247,120427,5,,,75.00,C,2.00
23248,120427,8,,,78.00,C,2.00
23249,120427,10,,,80.00,B,3.00
23250,120427,11,,,81.00,B,3.00
23251,120428,3,,,92.00,A,4.00
23252,120428,4,,,89.00,B,3.00
23253,120428,5,,,92.00,A,4.00
23254,120428,8,,,95.00,A,4.00
23255,120428,10,,,97.00,A,4.00
23256,120428,11,,,98.00,A,4.00
23257,120429,3,,,75.00,C,2.00
23258,120429,4,,,72.00,C,2.00
23259,120429,5,,,75.00,C,2.00
23260,120429,8,,,78.00,C,2.00
23261,120429,10,,,80.00,B,3.00
23262,120429,11,,,81.00,B,3.00
23263,120430,3,,,100.00,A,4.00
23264,120430,4,,,97.00,A,4.00
23265,120430,5,,,100.00,A,4.00
23266,120430,8,,,100.00,A,4.00
23267,120430,10,,,100.00,A,4.00
23268,120430,11,,,100.00,A,4.00
23269,120431,3,,,69.00,D,1.00
23270,120431,4,,,66.00,D,1.00
23271,120431,5,,,69.00,D,1.00
23272,120431,8,,,72.00,C,2.00
23273,120431,10,,,74.00,C,2.00
23274,120431,11,,,75.00,C,2.00
23275,120432,3,,,85.00,B,3.00
23276,120432,4,,,82.00,B,3.00
23277,120432,5,,,85.00,B,3.00
23278,120432,8,,,88.00,B,3.00
23279,120432,10,,,90.00,A,4.00
23280,120432,11,,,91.00,A,4.00
23281,120433,3,,,77.00,C,2.00
23282,120433,4,,,74.00,C,2.00
23283,120433,5,,,77.00,C,2.00
23284,120433,8,,,80.00,B,3.00
23285,120433,10,,,82.00,B,3.00
23286,120433,11,,,83.00,B,3.00
23287,120434,3,,,66.00,D,1.00
23288,120434,4,,,63.00,D,1.00
23289,120434,5,,,66.00,D,1.00
23290,120434,8,,,69.00,D,1.00
23291,120434,10,,,71.00,C,2.00
23292,120434,11,,,72.00,C,2.00
23293,120435,3,,,81.00,B,3.00
23294,120435,4,,,78.00,C,2.00
23295,120435,5,,,81.00,B,3.00
23296,120435,8,,,84.00,B,3.00
23297,120435,10,,,86.00,B,3.00
23298,120435,11,,,87.00,B,3.00
23299,120436,3,,,61.00,D,1.00
23300,120436,4,,,58.00,F,0.00
23301,120436,5,,,61.00,D,1.00
23302,120436,8,,,64.00,D,1.00
23303,120436,10,,,66.00,D,1.00
23304,120436,11,,,67.00,D,1.00
23305,120437,3,,,77.00,C,2.00
23306,120437,4,,,74.00,C,2.00
23307,120437,5,,,77.00,C,2.00
23308,120437,8,,,80.00,B,3.00
23309,120437,10,,,82.00,B,3.00
23310,120437,11,,,83.00,B,3.00
23311,120438,3,,,85.00,B,3.00
23312,120438,4,,,82.00,B,3.00
23313,120438,5,,,85.00,B,3.00
23314,120438,8,,,88.00,B,3.00
23315,120438,10,,,90.00,A,4.00
23316,120438,11,,,91.00,A,4.00
23317,120439,3,,,87.00,B,3.00
23318,120439,4,,,84.00,B,3.00
23319,120439,5,,,87.00,B,3.00
23320,120439,8,,,90.00,A,4.00
23321,120439,10,,,92.00,A,4.00
23322,120439,11,,,93.00,A,4.00
23323,120440,3,,,84.00,B,3.00
23324,120440,4,,,81.00,B,3.00
23325,120440,5,,,84.00,B,3.00
23326,120440,8,,,87.00,B,3.00
23327,120440,10,,,89.00,B,3.00
23328,120440,11,,,90.00,A,4.00
23329,120441,3,,,94.00,A,4.00
23330,120441,4,,,91.00,A,4.00
23331,120441,5,,,94.00,A,4.00
23332,120441,8,,,97.00,A,4.00
23333,120441,10,,,99.00,A,4.00
23334,120441,11,,,100.00,A,4.00
23335,120442,3,,,0.00,F,0.00
23336,120442,4,,,0.00,F,0.00
23337,120442,5,,,0.00,F,0.00
23338,120442,8,,,3.00,F,0.00
23339,120442,10,,,5.00,F,0.00
23340,120442,11,,,6.00,F,0.00
23341,120443,3,,,84.00,B,3.00
23342,120443,4,,,81.00,B,3.00
23343,120443,5,,,84.00,B,3.00
23344,120443,8,,,87.00,B,3.00
23345,120443,10,,,89.00,B,3.00
23346,120443,11,,,90.00,A,4.00
23347,120444,3,,,80.00,B,3.00
23348,120444,4,,,77.00,C,2.00
23349,120444,5,,,80.00,B,3.00
23350,120444,8,,,83.00,B,3.00
23351,120444,10,,,85.00,B,3.00
23352,120444,11,,,86.00,B,3.00
23353,120445,3,,,74.00,C,2.00
23354,120445,4,,,71.00,C,2.00
23355,120445,5,,,74.00,C,2.00
23356,120445,8,,,77.00,C,2.00
23357,120445,10,,,79.00,C,2.00
23358,120445,11,,,80.00,B,3.00
23359,120446,3,,,68.00,D,1.00
23360,120446,4,,,65.00,D,1.00
23361,120446,5,,,68.00,D,1.00
23362,120446,8,,,71.00,C,2.00
23363,120446,10,,,73.00,C,2.00
23364,120446,11,,,74.00,C,2.00
23365,120447,3,,,72.00,C,2.00
23366,120447,4,,,69.00,D,1.00
23367,120447,5,,,72.00,C,2.00
23368,120447,8,,,75.00,C,2.00
23369,120447,10,,,77.00,C,2.00
23370,120447,11,,,78.00,C,2.00
23371,120448,3,,,0.00,F,0.00
23372,120448,4,,,0.00,F,0.00
23373,120448,5,,,0.00,F,0.00
23374,120448,8,,,3.00,F,0.00
23375,120448,10,,,5.00,F,0.00
23376,120448,11,,,6.00,F,0.00
23377,120449,3,,,68.00,D,1.00
23378,120449,4,,,65.00,D,1.00
23379,120449,5,,,68.00,D,1.00
23380,120449,8,,,71.00,C,2.00
23381,120449,10,,,73.00,C,2.00
23382,120449,11,,,74.00,C,2.00
23383,120450,3,,,73.00,C,2.00
23384,120450,4,,,70.00,C,2.00
23385,120450,5,,,73.00,C,2.00
23386,120450,8,,,76.00,C,2.00
23387,120450,10,,,78.00,C,2.00
23388,120450,11,,,79.00,C,2.00
23389,120451,3,,,96.00,A,4.00
23390,120451,4,,,93.00,A,4.00
23391,120451,5,,,96.00,A,4.00
23392,120451,8,,,99.00,A,4.00
23393,120451,10,,,100.00,A,4.00
23394,120451,11,,,100.00,A,4.00
23395,120452,3,,,88.00,B,3.00
23396,120452,4,,,85.00,B,3.00
23397,120452,5,,,88.00,B,3.00
23398,120452,8,,,91.00,A,4.00
23399,120452,10,,,93.00,A,4.00
23400,120452,11,,,94.00,A,4.00
23401,120453,3,,,72.00,C,2.00
23402,120453,4,,,69.00,D,1.00
23403,120453,5,,,72.00,C,2.00
23404,120453,8,,,75.00,C,2.00
23405,120453,10,,,77.00,C,2.00
23406,120453,11,,,78.00,C,2.00
23407,120454,3,,,85.00,B,3.00
23408,120454,4,,,82.00,B,3.00
23409,120454,5,,,85.00,B,3.00
23410,120454,8,,,88.00,B,3.00
23411,120454,10,,,90.00,A,4.00
23412,120454,11,,,91.00,A,4.00
23413,120455,3,,,90.00,A,4.00
23414,120455,4,,,87.00,B,3.00
23415,120455,5,,,90.00,A,4.00
23416,120455,8,,,93.00,A,4.00
23417,120455,10,,,95.00,A,4.00
23418,120455,11,,,96.00,A,4.00
23419,120456,3,,,91.00,A,4.00
23420,120456,4,,,88.00,B,3.00
23421,120456,5,,,91.00,A,4.00
23422,120456,8,,,94.00,A,4.00
23423,120456,10,,,96.00,A,4.00
23424,120456,11,,,97.00,A,4.00
23425,120457,3,,,88.00,B,3.00
23426,120457,4,,,85.00,B,3.00
23427,120457,5,,,88.00,B,3.00
23428,120457,8,,,91.00,A,4.00
23429,120457,10,,,93.00,A,4.00
23430,120457,11,,,94.00,A,4.00
23431,120458,3,,,0.00,F,0.00
23432,120458,4,,,0.00,F,0.00
23433,120458,5,,,0.00,F,0.00
23434,120458,8,,,3.00,F,0.00
23435,120458,10,,,5.00,F,0.00
23436,120458,11,,,6.00,F,0.00
23437,120459,3,,,83.00,B,3.00
23438,120459,4,,,80.00,B,3.00
23439,120459,5,,,83.00,B,3.00
23440,120459,8,,,86.00,B,3.00
23441,120459,10,,,88.00,B,3.00
23442,120459,11,,,89.00,B,3.00
23443,120460,3,,,76.00,C,2.00
23444,120460,4,,,73.00,C,2.00
23445,120460,5,,,76.00,C,2.00
23446,120460,8,,,79.00,C,2.00
23447,120460,10,,,81.00,B,3.00
23448,120460,11,,,82.00,B,3.00
23449,120461,3,,,90.00,A,4.00
23450,120461,4,,,87.00,B,3.00
23451,120461,5,,,90.00,A,4.00
23452,120461,8,,,93.00,A,4.00
23453,120461,10,,,95.00,A,4.00
23454,120461,11,,,96.00,A,4.00
23455,120462,3,,,80.00,B,3.00
23456,120462,4,,,77.00,C,2.00
23457,120462,5,,,80.00,B,3.00
23458,120462,8,,,83.00,B,3.00
23459,120462,10,,,85.00,B,3.00
23460,120462,11,,,86.00,B,3.00
23461,120463,3,,,75.00,C,2.00
23462,120463,4,,,72.00,C,2.00
23463,120463,5,,,75.00,C,2.00
23464,120463,8,,,78.00,C,2.00
23465,120463,10,,,80.00,B,3.00
23466,120463,11,,,81.00,B,3.00
23467,120464,3,,,81.00,B,3.00
23468,120464,4,,,78.00,C,2.00
23469,120464,5,,,81.00,B,3.00
23470,120464,8,,,84.00,B,3.00
23471,120464,10,,,86.00,B,3.00
23472,120464,11,,,87.00,B,3.00
23473,120465,3,,,85.00,B,3.00
23474,120465,4,,,82.00,B,3.00
23475,120465,5,,,85.00,B,3.00
23476,120465,8,,,88.00,B,3.00
23477,120465,10,,,90.00,A,4.00
23478,120465,11,,,91.00,A,4.00
23479,120466,3,,,94.00,A,4.00
23480,120466,4,,,91.00,A,4.00
23481,120466,5,,,94.00,A,4.00
23482,120466,8,,,97.00,A,4.00
23483,120466,10,,,99.00,A,4.00
23484,120466,11,,,100.00,A,4.00
23485,120467,3,,,96.00,A,4.00
23486,120467,4,,,93.00,A,4.00
23487,120467,5,,,96.00,A,4.00
23488,120467,8,,,99.00,A,4.00
23489,120467,10,,,100.00,A,4.00
23490,120467,11,,,100.00,A,4.00
23491,120468,3,,,97.00,A,4.00
23492,120468,4,,,94.00,A,4.00
23493,120468,5,,,97.00,A,4.00
23494,120468,8,,,100.00,A,4.00
23495,120468,10,,,100.00,A,4.00
23496,120468,11,,,100.00,A,4.00
23497,120469,3,,,93.00,A,4.00
23498,120469,4,,,90.00,A,4.00
23499,120469,5,,,93.00,A,4.00
23500,120469,8,,,96.00,A,4.00
23501,120469,10,,,98.00,A,4.00
23502,120469,11,,,99.00,A,4.00
23503,120470,3,,,87.00,B,3.00
23504,120470,4,,,84.00,B,3.00
23505,120470,5,,,87.00,B,3.00
23506,120470,8,,,90.00,A,4.00
23507,120470,10,,,92.00,A,4.00
23508,120470,11,,,93.00,A,4.00
23509,120471,3,,,89.00,B,3.00
23510,120471,4,,,86.00,B,3.00
23511,120471,5,,,89.00,B,3.00
23512,120471,8,,,92.00,A,4.00
23513,120471,10,,,94.00,A,4.00
23514,120471,11,,,95.00,A,4.00
23515,120472,3,,,93.00,A,4.00
23516,120472,4,,,90.00,A,4.00
23517,120472,5,,,93.00,A,4.00
23518,120472,8,,,96.00,A,4.00
23519,120472,10,,,98.00,A,4.00
23520,120472,11,,,99.00,A,4.00
23521,120473,3,,,86.00,B,3.00
23522,120473,4,,,83.00,B,3.00
23523,120473,5,,,86.00,B,3.00
23524,120473,8,,,89.00,B,3.00
23525,120473,10,,,91.00,A,4.00
23526,120473,11,,,92.00,A,4.00
23527,120474,3,,,86.00,B,3.00
23528,120474,4,,,83.00,B,3.00
23529,120474,5,,,86.00,B,3.00
23530,120474,8,,,89.00,B,3.00
23531,120474,10,,,91.00,A,4.00
23532,120474,11,,,92.00,A,4.00
23533,120475,3,,,89.00,B,3.00
23534,120475,4,,,86.00,B,3.00
23535,120475,5,,,89.00,B,3.00
23536,120475,8,,,92.00,A,4.00
23537,120475,10,,,94.00,A,4.00
23538,120475,11,,,95.00,A,4.00
23539,120476,3,,,91.00,A,4.00
23540,120476,4,,,88.00,B,3.00
23541,120476,5,,,91.00,A,4.00
23542,120476,8,,,94.00,A,4.00
23543,120476,10,,,96.00,A,4.00
23544,120476,11,,,97.00,A,4.00
23545,120477,3,,,100.00,A,4.00
23546,120477,4,,,97.00,A,4.00
23547,120477,5,,,100.00,A,4.00
23548,120477,8,,,100.00,A,4.00
23549,120477,10,,,100.00,A,4.00
23550,120477,11,,,100.00,A,4.00
23551,120478,3,,,94.00,A,4.00
23552,120478,4,,,91.00,A,4.00
23553,120478,5,,,94.00,A,4.00
23554,120478,8,,,97.00,A,4.00
23555,120478,10,,,99.00,A,4.00
23556,120478,11,,,100.00,A,4.00
23557,120479,3,,,95.00,A,4.00
23558,120479,4,,,92.00,A,4.00
23559,120479,5,,,95.00,A,4.00
23560,120479,8,,,98.00,A,4.00
23561,120479,10,,,100.00,A,4.00
23562,120479,11,,,100.00,A,4.00
23563,120480,3,,,96.00,A,4.00
23564,120480,4,,,93.00,A,4.00
23565,120480,5,,,96.00,A,4.00
23566,120480,8,,,99.00,A,4.00
23567,120480,10,,,100.00,A,4.00
23568,120480,11,,,100.00,A,4.00
23569,120481,3,,,93.00,A,4.00
23570,120481,4,,,90.00,A,4.00
23571,120481,5,,,93.00,A,4.00
23572,120481,8,,,96.00,A,4.00
23573,120481,10,,,98.00,A,4.00
23574,120481,11,,,99.00,A,4.00
23575,120482,3,,,80.00,B,3.00
23576,120482,4,,,77.00,C,2.00
23577,120482,5,,,80.00,B,3.00
23578,120482,8,,,83.00,B,3.00
23579,120482,10,,,85.00,B,3.00
23580,120482,11,,,86.00,B,3.00
23581,120483,3,,,0.00,F,0.00
23582,120483,4,,,0.00,F,0.00
23583,120483,5,,,0.00,F,0.00
23584,120483,8,,,3.00,F,0.00
23585,120483,10,,,5.00,F,0.00
23586,120483,11,,,6.00,F,0.00
23587,120484,3,,,90.00,A,4.00
23588,120484,4,,,87.00,B,3.00
23589,120484,5,,,90.00,A,4.00
23590,120484,8,,,93.00,A,4.00
23591,120484,10,,,95.00,A,4.00
23592,120484,11,,,96.00,A,4.00
