HSGTScoreID,StudentID,SISStudentID,TestDate,SubjectID,RawScore,PossibleRawScore,ScaledScore,PossibleScaledScore,PassFail,TimesTested,LatestTest
2709,2850,2850,'2010-03-01 00:00:00',10,19.00,65.00,515.00,600.00,,1,1
2710,2850,2850,'2010-03-01 00:00:00',15,38.00,80.00,519.00,600.00,,1,1
2711,2850,2850,'2010-03-01 00:00:00',9,8.00,45.00,547.00,600.00,,1,1
2712,2881,2881,'2010-09-01 00:00:00',14,32.00,86.00,475.00,600.00,,2,0
2713,2881,2881,'2010-03-01 00:00:00',10,19.00,65.00,478.00,600.00,,1,0
2714,2881,2881,'2010-03-01 00:00:00',14,11.00,86.00,478.00,600.00,,1,1
2715,2881,2881,'2010-09-01 00:00:00',10,23.00,65.00,480.00,600.00,,2,1
2716,2881,2881,'2010-09-01 00:00:00',15,9.00,80.00,483.00,600.00,,2,0
2717,2881,2881,'2010-03-01 00:00:00',15,27.00,80.00,486.00,600.00,,1,1
2718,2881,2881,'2010-03-01 00:00:00',9,11.00,45.00,500.00,600.00,,1,1
2719,2915,2915,'2010-03-01 00:00:00',14,50.00,86.00,550.00,600.00,,1,1
2720,2915,2915,'2010-03-01 00:00:00',15,51.00,80.00,558.00,600.00,,1,1
2721,2915,2915,'2010-03-01 00:00:00',9,33.00,45.00,565.00,600.00,,1,1
2722,2915,2915,'2010-03-01 00:00:00',10,53.00,65.00,566.00,600.00,,1,1
2723,2916,2916,'2009-09-01 00:00:00',14,22.00,86.00,489.00,600.00,,2,0
2724,2916,2916,'2010-07-01 00:00:00',15,22.00,80.00,489.00,600.00,,4,0
2725,2916,2916,'2009-11-01 00:00:00',14,16.00,86.00,490.00,600.00,,3,0
2726,2916,2916,'2009-03-01 00:00:00',9,13.00,45.00,491.00,600.00,,1,0
2727,2916,2916,'2010-09-01 00:00:00',14,27.00,86.00,492.00,600.00,,4,0
2728,2916,2916,'2010-07-01 00:00:00',14,22.00,86.00,494.00,600.00,,4,1
2729,2916,2916,'2009-09-01 00:00:00',10,26.00,65.00,495.00,600.00,,2,0
2730,2916,2916,'2009-11-01 00:00:00',15,11.00,80.00,495.00,600.00,,3,0
2731,2916,2916,'2009-03-01 00:00:00',10,20.00,65.00,496.00,600.00,,1,0
2732,2916,2916,'2009-09-01 00:00:00',15,30.00,80.00,497.00,600.00,,2,0
2733,2916,2916,'2009-09-01 00:00:00',9,24.00,45.00,500.00,600.00,,2,1
2734,2916,2916,'2010-09-01 00:00:00',15,13.00,80.00,504.00,600.00,,4,1
2735,2916,2916,'2009-11-01 00:00:00',10,37.00,65.00,507.00,600.00,,3,1
2736,2946,2946,'2010-09-01 00:00:00',14,13.00,86.00,492.00,600.00,,2,1
2737,2947,2947,'2010-09-01 00:00:00',14,17.00,86.00,480.00,600.00,,2,0
2738,2947,2947,'2010-03-01 00:00:00',14,16.00,86.00,485.00,600.00,,1,1
2739,2947,2947,'2010-03-01 00:00:00',15,18.00,80.00,500.00,600.00,,1,1
2740,2947,2947,'2010-03-01 00:00:00',10,17.00,65.00,507.00,600.00,,1,1
2741,2947,2947,'2010-03-01 00:00:00',9,8.00,45.00,528.00,600.00,,1,1
2742,2948,2948,'2009-11-01 00:00:00',14,37.00,86.00,482.00,600.00,,3,0
2743,2948,2948,'2009-09-01 00:00:00',10,17.00,65.00,486.00,600.00,,2,0
2744,2948,2948,'2009-09-01 00:00:00',14,34.00,86.00,486.00,600.00,,2,0
2745,2948,2948,'2010-09-01 00:00:00',14,33.00,86.00,486.00,600.00,,4,0
2746,2948,2948,'2010-03-01 00:00:00',14,14.00,86.00,488.00,600.00,,4,0
2747,2948,2948,'2009-11-01 00:00:00',15,22.00,80.00,489.00,600.00,,3,0
2748,2948,2948,'2009-03-01 00:00:00',14,38.00,86.00,491.00,600.00,,1,1
2749,2948,2948,'2009-03-01 00:00:00',15,26.00,80.00,492.00,600.00,,1,0
2750,2948,2948,'2009-03-01 00:00:00',10,26.00,65.00,493.00,600.00,,1,0
2751,2948,2948,'2009-11-01 00:00:00',10,37.00,65.00,495.00,600.00,,3,0
2752,2948,2948,'2009-09-01 00:00:00',15,26.00,80.00,497.00,600.00,,2,0
2753,2948,2948,'2010-03-01 00:00:00',10,10.00,65.00,503.00,600.00,,4,1
2754,2948,2948,'2010-03-01 00:00:00',15,20.00,80.00,504.00,600.00,,4,1
2755,2948,2948,'2009-03-01 00:00:00',9,30.00,45.00,516.00,600.00,,1,1
2756,2949,2949,'2010-03-01 00:00:00',15,21.00,80.00,509.00,600.00,,1,1
2757,2949,2949,'2010-03-01 00:00:00',14,27.00,86.00,515.00,600.00,,1,1
2758,2949,2949,'2010-03-01 00:00:00',10,18.00,65.00,525.00,600.00,,1,1
2759,2949,2949,'2010-03-01 00:00:00',9,32.00,45.00,552.00,600.00,,1,1
2760,2950,2950,'2010-03-01 00:00:00',14,54.00,86.00,531.00,600.00,,1,1
2761,2950,2950,'2010-03-01 00:00:00',15,54.00,80.00,534.00,600.00,,1,1
2762,2950,2950,'2010-03-01 00:00:00',9,36.00,45.00,558.00,600.00,,1,1
2763,2950,2950,'2010-03-01 00:00:00',10,36.00,65.00,566.00,600.00,,1,1
2764,2981,2981,'2010-03-01 00:00:00',15,42.00,80.00,527.00,600.00,,1,1
2765,2981,2981,'2010-03-01 00:00:00',14,63.00,86.00,528.00,600.00,,1,1
2766,2981,2981,'2010-03-01 00:00:00',10,41.00,65.00,535.00,600.00,,1,1
2767,2981,2981,'2010-03-01 00:00:00',9,21.00,45.00,547.00,600.00,,1,1
2768,2985,2985,'2010-03-01 00:00:00',15,43.00,80.00,520.00,600.00,,1,1
2769,2985,2985,'2010-03-01 00:00:00',14,58.00,86.00,522.00,600.00,,1,1
2770,2985,2985,'2010-03-01 00:00:00',10,47.00,65.00,536.00,600.00,,1,1
2771,2985,2985,'2010-03-01 00:00:00',9,29.00,45.00,558.00,600.00,,1,1
2772,3015,3015,'2010-03-01 00:00:00',15,51.00,80.00,540.00,600.00,,1,1
2773,3015,3015,'2010-03-01 00:00:00',10,37.00,65.00,546.00,600.00,,1,1
2774,3015,3015,'2010-03-01 00:00:00',9,28.00,45.00,547.00,600.00,,1,1
2775,3015,3015,'2010-03-01 00:00:00',14,55.00,86.00,558.00,600.00,,1,1
2776,3016,3016,'2010-03-01 00:00:00',15,41.00,80.00,519.00,600.00,,1,1
2777,3016,3016,'2010-03-01 00:00:00',9,41.00,45.00,558.00,600.00,,1,1
2778,3016,3016,'2010-03-01 00:00:00',10,36.00,65.00,559.00,600.00,,1,1
2783,3046,3046,'2010-03-01 00:00:00',14,66.00,86.00,531.00,600.00,,1,1
2784,3046,3046,'2010-03-01 00:00:00',15,60.00,80.00,536.00,600.00,,1,1
2785,3046,3046,'2010-03-01 00:00:00',9,12.00,45.00,547.00,600.00,,1,1
2786,3046,3046,'2010-03-01 00:00:00',10,41.00,65.00,559.00,600.00,,1,1
2787,3047,3047,'2010-03-01 00:00:00',14,51.00,86.00,528.00,600.00,,1,1
2788,3047,3047,'2010-03-01 00:00:00',15,55.00,80.00,532.00,600.00,,1,1
2789,3047,3047,'2010-03-01 00:00:00',9,16.00,45.00,540.00,600.00,,1,1
2790,3047,3047,'2010-03-01 00:00:00',10,39.00,65.00,566.00,600.00,,1,1
2791,3048,3048,'2010-03-01 00:00:00',15,57.00,80.00,532.00,600.00,,1,1
2792,3048,3048,'2010-03-01 00:00:00',14,64.00,86.00,550.00,600.00,,1,1
2793,3048,3048,'2010-03-01 00:00:00',9,28.00,45.00,574.00,600.00,,1,1
2794,3048,3048,'2010-03-01 00:00:00',10,44.00,65.00,575.00,600.00,,1,1
2795,3049,3049,'2010-03-01 00:00:00',15,69.00,80.00,546.00,600.00,,1,1
2796,3049,3049,'2010-03-01 00:00:00',14,48.00,86.00,558.00,600.00,,1,1
2797,3049,3049,'2010-03-01 00:00:00',9,27.00,45.00,565.00,600.00,,1,1
2798,3049,3049,'2010-03-01 00:00:00',10,47.00,65.00,575.00,600.00,,1,1
2799,3050,3050,'2010-03-01 00:00:00',14,57.00,86.00,515.00,600.00,,1,1
2800,3050,3050,'2010-03-01 00:00:00',15,39.00,80.00,528.00,600.00,,1,1
2801,3050,3050,'2010-03-01 00:00:00',9,11.00,45.00,543.00,600.00,,1,1
2802,3050,3050,'2010-03-01 00:00:00',10,44.00,65.00,554.00,600.00,,1,1
2803,3081,3081,'2010-03-01 00:00:00',14,22.00,86.00,506.00,600.00,,1,1
2804,3081,3081,'2010-03-01 00:00:00',15,30.00,80.00,510.00,600.00,,1,1
2805,3081,3081,'2010-03-01 00:00:00',10,4.00,65.00,523.00,600.00,,1,1
2806,3081,3081,'2010-03-01 00:00:00',9,6.00,45.00,538.00,600.00,,1,1
2811,3115,3115,'2010-03-01 00:00:00',14,44.00,86.00,517.00,600.00,,1,1
2812,3115,3115,'2010-03-01 00:00:00',15,29.00,80.00,523.00,600.00,,1,1
2813,3115,3115,'2010-03-01 00:00:00',9,20.00,45.00,539.00,600.00,,1,1
2814,3115,3115,'2010-03-01 00:00:00',10,35.00,65.00,549.00,600.00,,1,1
2815,3116,3116,'2010-03-01 00:00:00',14,33.00,86.00,502.00,600.00,,1,1
2816,3116,3116,'2010-03-01 00:00:00',10,40.00,65.00,530.00,600.00,,1,1
2817,3116,3116,'2010-03-01 00:00:00',15,58.00,80.00,543.00,600.00,,1,1
2818,3116,3116,'2010-03-01 00:00:00',9,28.00,45.00,547.00,600.00,,1,1
2819,3117,3117,'2010-03-01 00:00:00',14,22.00,86.00,513.00,600.00,,1,1
2820,3117,3117,'2010-03-01 00:00:00',15,47.00,80.00,540.00,600.00,,1,1
2821,3117,3117,'2010-03-01 00:00:00',10,50.00,65.00,559.00,600.00,,1,1
2822,3117,3117,'2010-03-01 00:00:00',9,24.00,45.00,565.00,600.00,,1,1
2823,3146,3146,'2010-03-01 00:00:00',15,72.00,80.00,553.00,600.00,,1,1
2824,3146,3146,'2010-03-01 00:00:00',10,32.00,65.00,554.00,600.00,,1,1
2825,3146,3146,'2010-03-01 00:00:00',14,67.00,86.00,558.00,600.00,,1,1
2826,3146,3146,'2010-03-01 00:00:00',9,35.00,45.00,574.00,600.00,,1,1
2827,3147,3147,'2010-03-01 00:00:00',14,20.00,86.00,483.00,600.00,,1,0
2828,3147,3147,'2010-07-01 00:00:00',14,10.00,86.00,500.00,600.00,,2,1
2829,3147,3147,'2010-03-01 00:00:00',10,18.00,65.00,508.00,600.00,,1,1
2830,3147,3147,'2010-03-01 00:00:00',15,22.00,80.00,512.00,600.00,,1,1
2831,3147,3147,'2010-03-01 00:00:00',9,7.00,45.00,539.00,600.00,,1,1
2832,3148,3148,'2010-03-01 00:00:00',14,45.00,86.00,517.00,600.00,,1,1
2833,3148,3148,'2010-03-01 00:00:00',15,49.00,80.00,526.00,600.00,,1,1
2834,3148,3148,'2010-03-01 00:00:00',10,41.00,65.00,535.00,600.00,,1,1
2835,3148,3148,'2010-03-01 00:00:00',9,2.00,45.00,540.00,600.00,,1,1
2836,3149,3149,'2010-03-01 00:00:00',15,33.00,80.00,520.00,600.00,,1,1
2837,3149,3149,'2010-03-01 00:00:00',14,52.00,86.00,528.00,600.00,,1,1
2838,3149,3149,'2010-03-01 00:00:00',10,22.00,65.00,546.00,600.00,,1,1
2839,3149,3149,'2010-03-01 00:00:00',9,22.00,45.00,547.00,600.00,,1,1
2840,3150,3150,'2010-03-01 00:00:00',14,54.00,86.00,517.00,600.00,,1,1
2841,3150,3150,'2010-03-01 00:00:00',10,16.00,65.00,535.00,600.00,,1,1
2842,3150,3150,'2010-03-01 00:00:00',15,74.00,80.00,540.00,600.00,,1,1
2843,3150,3150,'2010-03-01 00:00:00',9,15.00,45.00,543.00,600.00,,1,1
2844,3181,3181,'2010-03-01 00:00:00',14,40.00,86.00,508.00,600.00,,1,1
2845,3181,3181,'2010-03-01 00:00:00',15,56.00,80.00,536.00,600.00,,1,1
2846,3181,3181,'2010-03-01 00:00:00',9,39.00,45.00,558.00,600.00,,1,1
2847,3181,3181,'2010-03-01 00:00:00',10,42.00,65.00,559.00,600.00,,1,1
2848,3185,3185,'2010-03-01 00:00:00',14,9.00,86.00,473.00,600.00,,1,0
2849,3185,3185,'2010-03-01 00:00:00',10,18.00,65.00,476.00,600.00,,1,0
2850,3185,3185,'2010-09-01 00:00:00',10,13.00,65.00,478.00,600.00,,2,1
2851,3185,3185,'2010-09-01 00:00:00',14,31.00,86.00,489.00,600.00,,2,1
2852,3185,3185,'2010-09-01 00:00:00',15,6.00,80.00,490.00,600.00,,2,0
2853,3185,3185,'2010-03-01 00:00:00',15,33.00,80.00,493.00,600.00,,1,1
2854,3185,3185,'2010-03-01 00:00:00',9,7.00,45.00,505.00,600.00,,1,1
2855,3215,3215,'2010-03-01 00:00:00',15,7.00,80.00,512.00,600.00,,1,1
2856,3215,3215,'2010-03-01 00:00:00',14,40.00,86.00,520.00,600.00,,1,1
2857,3215,3215,'2010-03-01 00:00:00',9,11.00,45.00,523.00,600.00,,1,1
2858,3215,3215,'2010-03-01 00:00:00',10,59.00,65.00,549.00,600.00,,1,1
2859,3216,3216,'2009-09-01 00:00:00',14,41.00,86.00,500.00,600.00,,1,1
2860,3216,3216,'2009-09-01 00:00:00',10,50.00,65.00,525.00,600.00,,1,1
2861,3216,3216,'2009-09-01 00:00:00',15,65.00,80.00,527.00,600.00,,1,1
2862,3216,3216,'2009-09-01 00:00:00',9,38.00,45.00,538.00,600.00,,1,1
2863,3217,3217,'2010-03-01 00:00:00',14,25.00,86.00,502.00,600.00,,1,1
2864,3217,3217,'2010-03-01 00:00:00',15,39.00,80.00,522.00,600.00,,1,1
2865,3217,3217,'2010-03-01 00:00:00',9,17.00,45.00,540.00,600.00,,1,1
2866,3217,3217,'2010-03-01 00:00:00',10,54.00,65.00,554.00,600.00,,1,1
2867,3246,3246,'2010-03-01 00:00:00',14,27.00,86.00,497.00,600.00,,1,0
2868,3246,3246,'2010-07-01 00:00:00',14,32.00,86.00,507.00,600.00,,2,1
2869,3246,3246,'2010-03-01 00:00:00',9,5.00,45.00,520.00,600.00,,1,1
2870,3246,3246,'2010-03-01 00:00:00',15,34.00,80.00,527.00,600.00,,1,1
2871,3246,3246,'2010-03-01 00:00:00',10,32.00,65.00,536.00,600.00,,1,1
2872,3247,3247,'2010-03-01 00:00:00',15,59.00,80.00,543.00,600.00,,1,1
2873,3247,3247,'2010-03-01 00:00:00',14,61.00,86.00,550.00,600.00,,1,1
2874,3247,3247,'2010-03-01 00:00:00',9,24.00,45.00,589.00,600.00,,1,1
2875,3247,3247,'2010-03-01 00:00:00',10,61.00,65.00,590.00,600.00,,1,1
2876,3248,3248,'2010-03-01 00:00:00',14,53.00,86.00,534.00,600.00,,1,1
2877,3248,3248,'2010-03-01 00:00:00',15,40.00,80.00,540.00,600.00,,1,1
2878,3248,3248,'2010-03-01 00:00:00',9,32.00,45.00,574.00,600.00,,1,1
2879,3248,3248,'2010-03-01 00:00:00',10,59.00,65.00,575.00,600.00,,1,1
2880,3249,3249,'2010-03-01 00:00:00',14,53.00,86.00,520.00,600.00,,1,1
2881,3249,3249,'2010-03-01 00:00:00',15,28.00,80.00,526.00,600.00,,1,1
2882,3249,3249,'2010-03-01 00:00:00',10,60.00,65.00,566.00,600.00,,1,1
2883,3249,3249,'2010-03-01 00:00:00',9,26.00,45.00,589.00,600.00,,1,1
2884,3250,3250,'2010-03-01 00:00:00',14,24.00,86.00,500.00,600.00,,1,1
2885,3250,3250,'2010-03-01 00:00:00',15,24.00,80.00,511.00,600.00,,1,1
2886,3250,3250,'2010-03-01 00:00:00',10,24.00,65.00,525.00,600.00,,1,1
2887,3250,3250,'2010-03-01 00:00:00',9,17.00,45.00,540.00,600.00,,1,1
2888,3281,3281,'2010-03-01 00:00:00',14,56.00,86.00,522.00,600.00,,1,1
2889,3281,3281,'2010-03-01 00:00:00',15,30.00,80.00,526.00,600.00,,1,1
2890,3281,3281,'2010-03-01 00:00:00',10,32.00,65.00,536.00,600.00,,1,1
2891,3281,3281,'2010-03-01 00:00:00',9,12.00,45.00,539.00,600.00,,1,1
2892,3285,3285,'2010-03-01 00:00:00',14,77.00,86.00,528.00,600.00,,1,1
2893,3285,3285,'2010-03-01 00:00:00',9,7.00,45.00,538.00,600.00,,1,1
2894,3285,3285,'2010-03-01 00:00:00',10,19.00,65.00,546.00,600.00,,1,1
2895,3285,3285,'2010-03-01 00:00:00',15,52.00,80.00,546.00,600.00,,1,1
2896,3315,3315,'2010-03-01 00:00:00',14,76.00,86.00,525.00,600.00,,1,1
2897,3315,3315,'2010-03-01 00:00:00',15,65.00,80.00,530.00,600.00,,1,1
2898,3315,3315,'2010-03-01 00:00:00',10,16.00,65.00,546.00,600.00,,1,1
2899,3315,3315,'2010-03-01 00:00:00',9,31.00,45.00,565.00,600.00,,1,1
2900,3316,3316,'2010-03-01 00:00:00',14,77.00,86.00,550.00,600.00,,1,1
2901,3316,3316,'2010-03-01 00:00:00',15,45.00,80.00,564.00,600.00,,1,1
2902,3316,3316,'2010-03-01 00:00:00',10,50.00,65.00,575.00,600.00,,1,1
2903,3316,3316,'2010-03-01 00:00:00',9,31.00,45.00,589.00,600.00,,1,1
2904,3317,3317,'2010-03-01 00:00:00',15,68.00,80.00,534.00,600.00,,1,1
2905,3317,3317,'2010-03-01 00:00:00',14,67.00,86.00,543.00,600.00,,1,1
2906,3317,3317,'2010-03-01 00:00:00',9,26.00,45.00,547.00,600.00,,1,1
2907,3317,3317,'2010-03-01 00:00:00',10,61.00,65.00,575.00,600.00,,1,1
2908,3347,3347,'2010-03-01 00:00:00',14,15.00,86.00,497.00,600.00,,1,0
2909,3347,3347,'2010-07-01 00:00:00',14,9.00,86.00,503.00,600.00,,2,1
2910,3347,3347,'2010-03-01 00:00:00',9,12.00,45.00,513.00,600.00,,1,1
2911,3347,3347,'2010-03-01 00:00:00',10,13.00,65.00,525.00,600.00,,1,1
2912,3347,3347,'2010-03-01 00:00:00',15,49.00,80.00,526.00,600.00,,1,1
2913,3348,3348,'2010-03-01 00:00:00',14,30.00,86.00,495.00,600.00,,1,0
2914,3348,3348,'2010-07-01 00:00:00',14,14.00,86.00,502.00,600.00,,2,1
2915,3348,3348,'2010-03-01 00:00:00',15,6.00,80.00,505.00,600.00,,1,1
2916,3348,3348,'2010-03-01 00:00:00',10,15.00,65.00,508.00,600.00,,1,1
2917,3348,3348,'2010-03-01 00:00:00',9,36.00,45.00,558.00,600.00,,1,1
2918,3350,3350,'2010-03-01 00:00:00',14,30.00,86.00,495.00,600.00,,1,0
2919,3350,3350,'2010-07-01 00:00:00',14,14.00,86.00,504.00,600.00,,2,1
2920,3350,3350,'2010-03-01 00:00:00',10,4.00,65.00,512.00,600.00,,1,1
2921,3350,3350,'2010-03-01 00:00:00',15,55.00,80.00,520.00,600.00,,1,1
2922,3350,3350,'2010-03-01 00:00:00',9,15.00,45.00,547.00,600.00,,1,1
2923,3381,3381,'2010-03-01 00:00:00',14,48.00,86.00,513.00,600.00,,1,1
2924,3381,3381,'2010-03-01 00:00:00',15,38.00,80.00,522.00,600.00,,1,1
2925,3381,3381,'2010-03-01 00:00:00',9,17.00,45.00,540.00,600.00,,1,1
2926,3381,3381,'2010-03-01 00:00:00',10,37.00,65.00,546.00,600.00,,1,1
2927,3385,3385,'2010-03-01 00:00:00',14,55.00,86.00,512.00,600.00,,1,1
2928,3385,3385,'2010-03-01 00:00:00',15,39.00,80.00,518.00,600.00,,1,1
2929,3385,3385,'2010-03-01 00:00:00',10,22.00,65.00,542.00,600.00,,1,1
2930,3385,3385,'2010-03-01 00:00:00',9,13.00,45.00,547.00,600.00,,1,1
2931,3415,3415,'2010-03-01 00:00:00',15,58.00,80.00,534.00,600.00,,1,1
2932,3415,3415,'2010-03-01 00:00:00',9,19.00,45.00,552.00,600.00,,1,1
2933,3415,3415,'2010-03-01 00:00:00',10,55.00,65.00,554.00,600.00,,1,1
2934,3415,3415,'2010-03-01 00:00:00',14,42.00,86.00,558.00,600.00,,1,1
2935,3417,3417,'2010-03-01 00:00:00',14,37.00,86.00,468.00,600.00,,1,1
2936,3417,3417,'2010-09-01 00:00:00',15,13.00,80.00,484.00,600.00,,2,0
2937,3417,3417,'2010-03-01 00:00:00',10,6.00,65.00,486.00,600.00,,1,1
2938,3417,3417,'2010-03-01 00:00:00',9,7.00,45.00,488.00,600.00,,1,1
2939,3417,3417,'2010-03-01 00:00:00',15,29.00,80.00,490.00,600.00,,1,1
2940,3446,3446,'2010-03-01 00:00:00',14,70.00,86.00,525.00,600.00,,1,1
2941,3446,3446,'2010-03-01 00:00:00',15,24.00,80.00,527.00,600.00,,1,1
2942,3446,3446,'2010-03-01 00:00:00',10,47.00,65.00,535.00,600.00,,1,1
2943,3446,3446,'2010-03-01 00:00:00',9,25.00,45.00,543.00,600.00,,1,1
2944,3447,3447,'2010-03-01 00:00:00',14,40.00,86.00,513.00,600.00,,1,1
2945,3447,3447,'2010-03-01 00:00:00',15,39.00,80.00,518.00,600.00,,1,1
2946,3447,3447,'2010-03-01 00:00:00',10,42.00,65.00,539.00,600.00,,1,1
2947,3447,3447,'2010-03-01 00:00:00',9,35.00,45.00,565.00,600.00,,1,1
2948,3449,3449,'2010-09-01 00:00:00',15,27.00,80.00,515.00,600.00,,1,1
2949,3449,3449,'2010-09-01 00:00:00',14,51.00,86.00,522.00,600.00,,1,1
2950,3449,3449,'2010-09-01 00:00:00',9,5.00,45.00,530.00,600.00,,1,1
2951,3449,3449,'2010-09-01 00:00:00',10,47.00,65.00,555.00,600.00,,1,1
2952,3450,3450,'2010-09-01 00:00:00',15,64.00,80.00,540.00,600.00,,1,1
2953,3450,3450,'2010-09-01 00:00:00',14,42.00,86.00,546.00,600.00,,1,1
2954,3450,3450,'2010-09-01 00:00:00',9,43.00,45.00,563.00,600.00,,1,1
2955,3450,3450,'2010-09-01 00:00:00',10,44.00,65.00,578.00,600.00,,1,1
2956,3516,3516,'2010-09-01 00:00:00',14,24.00,86.00,520.00,600.00,,1,1
2957,3516,3516,'2010-09-01 00:00:00',15,55.00,80.00,533.00,600.00,,1,1
2958,3516,3516,'2010-09-01 00:00:00',9,33.00,45.00,547.00,600.00,,1,1
2959,3516,3516,'2010-09-01 00:00:00',10,53.00,65.00,578.00,600.00,,1,1
2960,3546,3546,'2010-09-01 00:00:00',14,5.00,86.00,479.00,600.00,,1,1
2961,3546,3546,'2010-09-01 00:00:00',10,27.00,65.00,502.00,600.00,,1,1
2962,3546,3546,'2010-09-01 00:00:00',15,11.00,80.00,504.00,600.00,,1,1
2963,3546,3546,'2010-09-01 00:00:00',9,13.00,45.00,533.00,600.00,,1,1
2964,3547,3547,'2010-09-01 00:00:00',14,19.00,86.00,501.00,600.00,,1,1
2965,3547,3547,'2010-09-01 00:00:00',15,28.00,80.00,513.00,600.00,,1,1
2966,3547,3547,'2010-09-01 00:00:00',9,15.00,45.00,530.00,600.00,,1,1
2967,3547,3547,'2010-09-01 00:00:00',10,37.00,65.00,536.00,600.00,,1,1
2968,3548,3548,'2010-09-01 00:00:00',14,24.00,86.00,496.00,600.00,,3,1
