AbsenceID,AbsenceDate,StudentID,SISStudentID,AbsenceCodeID,AbsenceCount,FacilityID,StaffID
35446,'2009-10-16 00:00:00',2680,280,9,1,1,21
35447,'2010-01-15 00:00:00',2956,556,21,1,3,65
35448,'2010-03-27 00:00:00',2996,596,5,1,3,62
35449,'2008-09-26 00:00:00',2080,880,1,1,1,15
35450,'2007-08-11 00:00:00',160,160,21,1,3,57
35451,'2008-03-14 00:00:00',280,280,22,1,1,12
35452,'2008-11-13 00:00:00',1248,48,1,1,1,20
35453,'2009-01-11 00:00:00',1260,60,21,1,3,61
35454,'2009-04-10 00:00:00',1712,512,1,1,1,17
35455,'2008-09-27 00:00:00',2180,980,1,1,1,15
35456,'2010-03-05 00:00:00',3420,1020,1,1,2,44
35457,'2009-03-05 00:00:00',1936,736,1,1,1,10
35458,'2009-09-27 00:00:00',3088,688,9,1,3,71
35459,'2007-09-08 00:00:00',48,48,22,1,1,14
35460,'2008-05-10 00:00:00',672,672,1,1,2,41
35461,'2010-01-29 00:00:00',3360,960,9,1,2,7
35462,'2007-12-12 00:00:00',144,144,1,1,1,10
35463,'2009-01-17 00:00:00',1384,184,1,1,1,16
35464,'2007-11-10 00:00:00',1148,1148,1,1,1,14
35465,'2010-02-07 00:00:00',3236,836,9,1,1,18
35466,'2008-03-31 00:00:00',376,376,22,1,3,55
35467,'2008-03-08 00:00:00',1080,1080,1,1,1,12
35468,'2008-12-18 00:00:00',1760,560,9,1,3,61
35469,'2008-04-25 00:00:00',272,272,22,1,2,41
35470,'2009-04-17 00:00:00',1708,508,1,1,2,49
35471,'2008-01-24 00:00:00',636,636,21,1,2,50
35472,'2009-04-24 00:00:00',1520,320,1,1,2,7
35473,'2009-11-09 00:00:00',2932,532,1,1,1,9
35474,'2008-02-06 00:00:00',536,536,22,1,2,48
35475,'2008-03-10 00:00:00',936,936,22,1,2,48
35476,'2007-12-12 00:00:00',948,948,1,1,1,14
35477,'2010-03-13 00:00:00',2532,132,22,1,1,9
35478,'2008-03-17 00:00:00',260,260,13,1,3,71
35479,'2008-04-13 00:00:00',536,536,1,1,2,48
35480,'2008-10-25 00:00:00',1784,584,1,1,1,16
35481,'2009-01-22 00:00:00',2228,1028,9,1,3,56
35482,'2009-10-08 00:00:00',2420,20,9,1,2,44
35483,'2010-03-12 00:00:00',2736,336,1,1,1,18
35484,'2009-11-01 00:00:00',2856,456,21,1,3,65
35485,'2008-01-05 00:00:00',112,112,1,1,1,9
35486,'2009-03-14 00:00:00',1900,700,9,1,3,56
35487,'2009-11-28 00:00:00',2988,588,9,1,3,66
35488,'2009-11-07 00:00:00',3312,912,1,1,1,19
35489,'2007-09-06 00:00:00',180,180,1,1,1,12
35490,'2007-12-12 00:00:00',428,428,9,1,3,51
35491,'2007-12-12 00:00:00',944,944,1,1,1,10
35492,'2009-02-27 00:00:00',1716,516,1,1,1,22
35493,'2007-11-01 00:00:00',216,216,9,1,1,15
35494,'2008-01-03 00:00:00',544,544,22,1,1,10
35495,'2007-08-26 00:00:00',660,660,9,1,3,57
35496,'2010-03-18 00:00:00',2636,236,1,1,1,18
35497,'2009-09-24 00:00:00',2700,300,9,1,3,58
35498,'2008-09-05 00:00:00',1912,712,9,1,1,17
35499,'2008-01-06 00:00:00',676,676,22,1,3,55
35500,'2008-08-07 00:00:00',2148,948,1,1,1,22
35501,'2009-08-22 00:00:00',2880,480,1,1,1,21
35502,'2008-05-09 00:00:00',336,336,22,1,2,48
35503,'2008-08-08 00:00:00',1520,320,1,1,2,7
35504,'2008-11-28 00:00:00',2348,1148,1,1,1,22
35505,'2010-01-22 00:00:00',3256,856,9,1,3,65
35506,'2008-02-13 00:00:00',88,88,9,1,3,69
35507,'2008-10-18 00:00:00',1612,412,1,1,1,17
35508,'2009-05-14 00:00:00',1780,580,1,1,1,15
35509,'2009-03-07 00:00:00',2012,812,1,1,1,17
35510,'2009-04-23 00:00:00',2108,908,1,1,2,49
35511,'2008-03-29 00:00:00',716,716,9,1,1,15
35512,'2008-05-01 00:00:00',1048,1048,9,1,1,14
35513,'2007-10-04 00:00:00',1148,1148,1,1,1,14
35514,'2009-05-04 00:00:00',1228,28,9,1,3,56
35515,'2010-02-21 00:00:00',3108,708,1,1,1,12
35516,'2009-01-19 00:00:00',1584,384,1,1,1,16
35517,'2009-03-22 00:00:00',1812,612,1,1,1,17
35518,'2008-10-24 00:00:00',1980,780,22,1,1,15
35519,'2009-03-23 00:00:00',1984,784,1,1,1,16
35520,'2008-10-10 00:00:00',2152,952,17,1,2,42
35521,'2010-01-25 00:00:00',3040,640,1,1,1,17
35522,'2010-03-25 00:00:00',3048,648,1,1,1,23
35523,'2010-03-17 00:00:00',3136,736,1,1,1,18
35524,'2008-04-21 00:00:00',656,656,22,1,1,1
35525,'2008-11-16 00:00:00',1656,456,14,1,1,1
35526,'2009-12-14 00:00:00',2448,48,1,1,1,23
35527,'2010-02-26 00:00:00',3236,836,1,1,1,18
35528,'2008-04-11 00:00:00',1096,1096,22,1,3,70
35529,'2008-02-23 00:00:00',1148,1148,1,1,1,14
35530,'2009-02-06 00:00:00',1312,112,9,1,1,17
35531,'2010-02-21 00:00:00',2516,116,1,1,1,24
35532,'2010-03-13 00:00:00',2620,220,1,1,2,44
35533,'2010-01-25 00:00:00',2936,536,1,1,1,18
35534,'2008-01-26 00:00:00',56,56,21,1,1,1
35535,'2007-08-15 00:00:00',560,560,22,1,3,58
35536,'2007-11-18 00:00:00',736,736,1,1,2,48
35537,'2007-08-16 00:00:00',760,760,22,1,3,71
35538,'2010-03-17 00:00:00',3020,620,9,1,2,44
35539,'2008-02-21 00:00:00',680,680,9,1,1,12
35540,'2009-01-05 00:00:00',1736,536,1,1,1,10
35541,'2007-12-14 00:00:00',260,260,22,1,3,71
35542,'2009-09-13 00:00:00',3356,956,13,1,3,65
35543,'2007-09-02 00:00:00',400,400,22,1,3,64
35544,'2008-08-17 00:00:00',2316,1116,1,1,1,22
35545,'2009-11-29 00:00:00',2456,56,14,1,3,65
35546,'2009-09-20 00:00:00',3260,860,22,1,2,42
35547,'2009-10-01 00:00:00',3480,1080,1,1,1,21
35548,'2008-01-19 00:00:00',248,248,1,1,1,14
35549,'2007-12-15 00:00:00',256,256,21,1,1,1
35550,'2007-10-17 00:00:00',712,712,22,1,1,9
35551,'2009-03-15 00:00:00',1212,12,1,1,1,17
35552,'2009-03-07 00:00:00',1336,136,1,1,1,10
35553,'2008-10-11 00:00:00',1552,352,22,1,2,42
35554,'2008-05-08 00:00:00',836,836,22,1,2,50
35555,'2009-09-28 00:00:00',2588,188,9,1,3,71
35556,'2009-12-20 00:00:00',3144,744,22,1,1,21
35557,'2008-04-13 00:00:00',136,136,1,1,2,48
35558,'2008-03-15 00:00:00',560,560,9,1,3,58
35559,'2008-02-14 00:00:00',716,716,9,1,1,15
35560,'2009-03-14 00:00:00',1500,300,9,1,3,65
35561,'2007-11-22 00:00:00',980,980,1,1,1,12
35562,'2009-01-23 00:00:00',1548,348,1,1,1,22
35563,'2008-11-20 00:00:00',1348,148,1,1,1,22
35564,'2010-02-04 00:00:00',2504,104,21,1,3,57
35565,'2009-10-11 00:00:00',3308,908,1,1,1,12
35566,'2009-03-22 00:00:00',1976,776,22,1,3,71
35567,'2009-11-28 00:00:00',2588,188,9,1,3,71
35568,'2008-11-03 00:00:00',1536,336,22,1,1,10
35569,'2010-02-22 00:00:00',3148,748,1,1,1,23
35570,'2009-09-21 00:00:00',3260,860,1,1,2,42
35571,'2010-04-07 00:00:00',3548,1148,1,1,1,23
35572,'2007-10-11 00:00:00',316,316,9,1,1,15
35573,'2010-02-25 00:00:00',2512,112,1,1,1,19
35574,'2009-10-09 00:00:00',3248,848,1,1,1,23
35575,'2008-03-31 00:00:00',276,276,22,1,3,55
35576,'2009-01-12 00:00:00',1288,88,22,1,3,54
35577,'2010-02-18 00:00:00',2604,204,9,1,3,58
35578,'2009-11-05 00:00:00',3248,848,22,1,1,23
35579,'2009-02-05 00:00:00',1216,16,9,1,1,20
35580,'2009-05-11 00:00:00',1380,180,1,1,1,15
35581,'2009-11-30 00:00:00',2856,456,14,1,3,65
35582,'2007-11-02 00:00:00',280,280,1,1,1,12
35583,'2008-05-10 00:00:00',856,856,13,1,1,1
35584,'2007-09-15 00:00:00',960,960,22,1,3,59
35585,'2010-03-25 00:00:00',3248,848,1,1,1,23
35586,'2009-04-12 00:00:00',1912,712,1,1,1,17
35587,'2008-03-02 00:00:00',760,760,21,1,3,71
35588,'2007-09-26 00:00:00',548,548,1,1,1,14
35589,'2007-08-18 00:00:00',1084,1084,1,1,1,13
35590,'2009-01-08 00:00:00',2120,920,9,1,2,7
35591,'2009-03-02 00:00:00',1676,476,22,1,3,71
35592,'2010-03-03 00:00:00',3100,700,22,1,3,57
35593,'2010-02-21 00:00:00',3316,916,1,1,1,24
35594,'2010-02-19 00:00:00',3512,1112,1,1,1,19
35595,'2008-10-18 00:00:00',1256,56,9,1,1,1
35596,'2010-03-20 00:00:00',2576,176,9,1,3,72
35597,'2010-04-07 00:00:00',2768,368,1,1,2,44
35598,'2008-01-26 00:00:00',556,556,21,1,1,1
35599,'2009-05-02 00:00:00',2156,956,9,1,1,1
35600,'2009-01-23 00:00:00',2260,1060,14,1,3,61
35601,'2010-02-26 00:00:00',2836,436,1,1,1,18
35602,'2009-10-01 00:00:00',3540,1140,1,1,1,17
35603,'2009-12-18 00:00:00',3548,1148,1,1,1,23
35604,'2008-05-09 00:00:00',360,360,21,1,3,66
35605,'2008-04-21 00:00:00',672,672,21,1,2,41
35606,'2009-04-12 00:00:00',1560,360,22,1,3,67
35607,'2009-02-14 00:00:00',1912,712,1,1,1,17
35608,'2009-03-20 00:00:00',2136,936,22,1,1,10
35609,'2008-06-09 00:00:00',516,516,21,1,1,15
35610,'2010-03-07 00:00:00',3456,1056,16,1,3,65
35611,'2007-11-03 00:00:00',384,384,22,1,1,13
35612,'2008-03-28 00:00:00',848,848,9,1,1,14
35613,'2009-10-23 00:00:00',2512,112,1,1,1,19
35614,'2009-10-19 00:00:00',2548,148,9,1,1,23
35615,'2009-11-14 00:00:00',2560,160,16,1,2,7
35616,'2008-01-04 00:00:00',560,560,9,1,3,58
35617,'2009-04-20 00:00:00',1908,708,9,1,2,49
35618,'2009-10-12 00:00:00',2644,244,22,1,1,19
35619,'2008-11-13 00:00:00',2048,848,1,1,1,20
35620,'2010-01-23 00:00:00',2436,36,22,1,1,18
35621,'2010-01-22 00:00:00',2456,56,9,1,3,65
35622,'2009-10-24 00:00:00',3152,752,1,1,2,44
35623,'2009-04-27 00:00:00',2148,948,1,1,1,22
35624,'2010-03-14 00:00:00',3248,848,1,1,1,23
35625,'2008-02-06 00:00:00',136,136,22,1,2,48
35626,'2007-11-01 00:00:00',436,436,9,1,2,50
35627,'2007-10-12 00:00:00',736,736,21,1,2,48
35628,'2008-11-09 00:00:00',1256,56,9,1,1,1
35629,'2008-11-01 00:00:00',1948,748,22,1,1,22
35630,'2009-09-19 00:00:00',3260,860,9,1,2,42
35631,'2009-11-26 00:00:00',3468,1068,1,1,2,46
35632,'2008-04-21 00:00:00',572,572,21,1,2,3
35633,'2009-01-12 00:00:00',1836,636,1,1,1,10
35634,'2009-03-02 00:00:00',2236,1036,22,1,1,10
35635,'2009-10-12 00:00:00',2576,176,6,1,3,72
35636,'2009-10-09 00:00:00',2660,260,9,1,2,42
35637,'2010-03-20 00:00:00',2908,508,1,1,1,12
35638,'2009-11-28 00:00:00',2912,512,1,1,1,19
35639,'2007-11-08 00:00:00',284,284,22,1,1,13
35640,'2010-03-06 00:00:00',2468,68,1,1,2,46
35641,'2007-11-08 00:00:00',312,312,22,1,1,9
35642,'2009-03-02 00:00:00',1276,76,22,1,3,71
35643,'2009-04-13 00:00:00',1840,640,1,1,1,9
35644,'2010-02-28 00:00:00',3512,1112,1,1,1,19
35645,'2009-01-25 00:00:00',2236,1036,1,1,1,10
35646,'2009-01-22 00:00:00',2356,1156,9,1,1,1
35647,'2008-01-23 00:00:00',428,428,14,1,3,51
35648,'2008-01-05 00:00:00',512,512,1,1,1,9
35649,'2007-10-17 00:00:00',760,760,22,1,3,71
35650,'2010-03-11 00:00:00',2732,332,1,1,1,9
35651,'2010-03-14 00:00:00',2768,368,1,1,2,44
35652,'2007-10-25 00:00:00',200,200,22,1,3,52
35653,'2008-02-20 00:00:00',1112,1112,9,1,1,9
35654,'2007-10-18 00:00:00',472,472,9,1,2,41
35655,'2008-08-21 00:00:00',1444,244,22,1,1,18
35656,'2009-03-01 00:00:00',2336,1136,1,1,1,10
35657,'2010-03-26 00:00:00',2980,580,22,1,1,19
35658,'2009-12-11 00:00:00',3200,800,22,1,3,58
35659,'2008-02-16 00:00:00',48,48,9,1,1,14
35660,'2008-09-15 00:00:00',1360,160,21,1,3,60
35661,'2009-04-27 00:00:00',2260,1060,21,1,3,61
35662,'2010-03-11 00:00:00',3336,936,1,1,1,18
35663,'2007-12-07 00:00:00',128,128,9,1,3,53
35664,'2008-08-23 00:00:00',1288,88,22,1,3,54
35665,'2009-05-16 00:00:00',2360,1160,22,1,3,60
35666,'2009-09-20 00:00:00',2660,260,22,1,2,42
35667,'2009-11-01 00:00:00',2756,356,21,1,3,65
35668,'2009-09-28 00:00:00',2760,360,9,1,2,7
35669,'2009-12-20 00:00:00',3044,644,22,1,1,19
35670,'2010-02-13 00:00:00',3320,920,1,1,2,46
35671,'2009-03-29 00:00:00',1248,48,9,1,1,20
35672,'2009-01-10 00:00:00',1800,600,5,1,3,55
35673,'2009-04-27 00:00:00',1380,180,1,1,1,15
35674,'2009-01-16 00:00:00',1548,348,1,1,1,22
35675,'2008-05-05 00:00:00',216,216,22,1,1,15
35676,'2008-01-12 00:00:00',780,780,9,1,1,12
35677,'2009-02-01 00:00:00',1620,420,9,1,2,42
35678,'2007-11-02 00:00:00',560,560,22,1,3,58
35679,'2007-09-09 00:00:00',696,696,22,1,3,70
35680,'2008-10-31 00:00:00',1812,612,1,1,1,17
35681,'2008-02-22 00:00:00',280,280,9,1,1,12
35682,'2009-02-26 00:00:00',1348,148,22,1,1,22
35683,'2009-02-05 00:00:00',1728,528,14,1,3,56
35684,'2009-02-26 00:00:00',2148,948,22,1,1,22
35685,'2008-11-08 00:00:00',2320,1120,9,1,2,7
35686,'2009-08-31 00:00:00',3168,768,1,1,2,44
35687,'2007-09-15 00:00:00',60,60,22,1,3,58
35688,'2008-04-25 00:00:00',488,488,22,1,3,64
35689,'2009-10-11 00:00:00',2876,476,9,1,3,72
35690,'2009-10-09 00:00:00',3060,660,9,1,2,42
35691,'2008-01-24 00:00:00',420,420,9,1,3,60
35692,'2008-01-23 00:00:00',520,520,9,1,3,61
35693,'2008-05-05 00:00:00',620,620,9,1,3,62
35694,'2008-11-02 00:00:00',1836,636,1,1,1,10
35695,'2010-03-10 00:00:00',3316,916,9,1,1,24
35696,'2010-01-10 00:00:00',3516,1116,22,1,1,24
35697,'2009-04-25 00:00:00',1348,148,9,1,1,22
35698,'2009-03-27 00:00:00',1712,512,1,1,1,17
35699,'2009-09-04 00:00:00',2896,496,22,1,3,62
35700,'2009-12-11 00:00:00',3320,920,1,1,2,46
35701,'2010-02-25 00:00:00',2912,512,1,1,1,19
35702,'2010-02-21 00:00:00',3232,832,1,1,1,9
35703,'2007-10-12 00:00:00',1048,1048,22,1,1,14
35704,'2009-09-04 00:00:00',2580,180,1,1,1,19
35705,'2010-01-22 00:00:00',2668,268,1,1,2,46
35706,'2007-09-27 00:00:00',336,336,1,1,2,48
35707,'2008-09-18 00:00:00',1572,372,9,1,2,45
35708,'2007-10-07 00:00:00',1060,1060,1,1,3,58
35709,'2008-10-09 00:00:00',1252,52,17,1,2,7
35710,'2009-01-03 00:00:00',2236,1036,22,1,1,10
35711,'2008-11-22 00:00:00',1848,648,22,1,1,20
35712,'2010-03-11 00:00:00',2816,416,1,1,1,24
35713,'2007-11-22 00:00:00',312,312,9,1,1,9
35714,'2008-04-05 00:00:00',480,480,1,1,1,12
35715,'2009-04-30 00:00:00',1308,108,22,1,2,49
35716,'2009-12-17 00:00:00',3448,1048,9,1,1,23
35717,'2007-12-08 00:00:00',728,728,9,1,3,64
35718,'2008-01-24 00:00:00',808,808,14,1,2,45
35719,'2010-01-17 00:00:00',2832,432,1,1,1,9
35720,'2010-02-13 00:00:00',3220,820,1,1,2,44
35721,'2007-09-20 00:00:00',460,460,22,1,3,59
35722,'2009-09-26 00:00:00',2560,160,9,1,2,7
35723,'2009-01-19 00:00:00',1800,600,9,1,3,55
35724,'2009-02-23 00:00:00',1812,612,1,1,1,17
35725,'2010-03-06 00:00:00',3292,892,13,1,3,70
35726,'2009-01-22 00:00:00',1456,256,9,1,1,1
35727,'2009-10-23 00:00:00',3188,788,22,1,3,57
35728,'2008-09-21 00:00:00',1312,112,1,1,1,17
35729,'2010-03-05 00:00:00',2604,204,21,1,3,58
35730,'2010-02-21 00:00:00',3236,836,9,1,1,18
35731,'2010-03-05 00:00:00',3520,1120,1,1,2,46
35732,'2009-11-29 00:00:00',2716,316,9,1,1,24
35733,'2008-01-26 00:00:00',956,956,21,1,1,1
35734,'2009-01-26 00:00:00',1380,180,22,1,1,15
35735,'2007-11-09 00:00:00',184,184,22,1,1,13
35736,'2008-02-15 00:00:00',716,716,9,1,1,15
35737,'2008-02-07 00:00:00',1160,1160,22,1,3,57
35738,'2008-11-02 00:00:00',1736,536,1,1,1,10
35739,'2009-09-04 00:00:00',2496,96,22,1,3,62
35740,'2009-11-30 00:00:00',3084,684,1,1,1,22
35741,'2008-01-26 00:00:00',16,16,9,1,1,15
35742,'2008-08-17 00:00:00',1860,660,9,1,3,60
35743,'2009-01-03 00:00:00',2052,852,9,1,2,7
35744,'2010-02-01 00:00:00',2916,516,9,1,1,24
35745,'2009-02-26 00:00:00',2120,920,9,1,2,7
35746,'2008-03-09 00:00:00',980,980,1,1,1,12
35747,'2008-05-24 00:00:00',1108,1108,22,1,2,43
35748,'2009-05-10 00:00:00',1820,620,1,1,2,42
35749,'2009-04-27 00:00:00',2060,860,21,1,3,67
35750,'2007-11-22 00:00:00',284,284,22,1,1,13
35751,'2008-03-31 00:00:00',844,844,1,1,1,10
35752,'2009-05-15 00:00:00',2036,836,1,1,1,10
35753,'2009-01-16 00:00:00',2348,1148,1,1,1,22
35754,'2008-03-29 00:00:00',416,416,9,1,1,15
35755,'2009-10-02 00:00:00',2412,12,1,1,1,21
35756,'2008-11-16 00:00:00',2336,1136,9,1,1,10
35757,'2009-09-06 00:00:00',2660,260,21,1,2,42
35758,'2007-12-14 00:00:00',528,528,9,1,3,52
35759,'2007-11-02 00:00:00',580,580,1,1,1,12
35760,'2007-10-31 00:00:00',728,728,9,1,3,64
35761,'2008-09-26 00:00:00',1680,480,1,1,1,15
35762,'2010-03-26 00:00:00',3020,620,1,1,2,44
35763,'2009-10-18 00:00:00',2416,16,1,1,1,24
35764,'2009-09-12 00:00:00',2780,380,1,1,1,19
35765,'2010-01-22 00:00:00',3548,1148,1,1,1,23
35766,'2008-01-23 00:00:00',856,856,9,1,1,1
35767,'2008-12-12 00:00:00',1336,136,22,1,1,10
35768,'2009-05-01 00:00:00',2232,1032,1,1,2,49
35769,'2009-10-09 00:00:00',3348,948,1,1,1,23
35770,'2009-09-14 00:00:00',3516,1116,1,1,1,24
35771,'2008-11-22 00:00:00',1328,128,22,1,3,65
35772,'2008-08-11 00:00:00',1820,620,1,1,2,42
35773,'2009-03-06 00:00:00',2136,936,1,1,1,10
35774,'2008-05-10 00:00:00',1156,1156,13,1,1,1
35775,'2008-09-19 00:00:00',2072,872,9,1,2,43
35776,'2010-02-18 00:00:00',2536,136,1,1,1,18
35777,'2007-11-22 00:00:00',412,412,9,1,1,9
35778,'2010-02-21 00:00:00',3112,712,1,1,1,19
35779,'2008-12-13 00:00:00',1512,312,1,1,1,17
35780,'2009-02-26 00:00:00',2112,912,1,1,1,17
35781,'2008-11-17 00:00:00',1316,116,9,1,1,22
35782,'2009-01-10 00:00:00',2100,900,5,1,3,70
35783,'2010-03-17 00:00:00',3120,720,9,1,2,46
35784,'2008-05-15 00:00:00',28,28,14,1,3,52
35785,'2008-05-02 00:00:00',436,436,1,1,2,50
35786,'2008-02-15 00:00:00',816,816,9,1,1,15
35787,'2008-08-21 00:00:00',2016,816,1,1,1,20
35788,'2009-11-16 00:00:00',2508,108,1,1,1,12
35789,'2010-02-20 00:00:00',2908,508,1,1,1,12
35790,'2009-09-18 00:00:00',3232,832,1,1,1,9
35791,'2010-01-17 00:00:00',3264,864,1,1,2,42
35792,'2009-12-19 00:00:00',3272,872,1,1,2,49
35793,'2009-04-25 00:00:00',2148,948,9,1,1,22
35794,'2009-12-07 00:00:00',2432,32,1,1,1,9
35795,'2010-03-05 00:00:00',3104,704,21,1,3,58
35796,'2008-05-04 00:00:00',228,228,21,1,3,64
35797,'2007-11-21 00:00:00',480,480,1,1,1,12
35798,'2007-10-06 00:00:00',512,512,1,1,1,9
35799,'2010-02-25 00:00:00',2948,548,1,1,1,23
35800,'2010-01-09 00:00:00',3260,860,9,1,2,42
35801,'2007-09-09 00:00:00',496,496,22,1,3,70
35802,'2008-04-20 00:00:00',860,860,9,1,3,66
35803,'2008-08-16 00:00:00',2272,1072,1,1,2,43
35804,'2009-09-05 00:00:00',2480,80,22,1,1,21
35805,'2010-03-27 00:00:00',2496,96,5,1,3,62
35806,'2007-12-12 00:00:00',436,436,21,1,2,50
35807,'2007-09-09 00:00:00',780,780,1,1,1,12
35808,'2008-02-15 00:00:00',416,416,9,1,1,15
35809,'2007-10-18 00:00:00',612,612,1,1,1,9
35810,'2010-01-31 00:00:00',3184,784,1,1,1,20
35811,'2007-09-09 00:00:00',788,788,22,1,3,52
35812,'2008-01-05 00:00:00',1112,1112,1,1,1,9
35813,'2008-10-23 00:00:00',1300,100,9,1,3,55
35814,'2007-10-03 00:00:00',848,848,9,1,1,14
35815,'2008-08-31 00:00:00',1484,284,1,1,1,16
35816,'2009-05-08 00:00:00',1712,512,22,1,1,17
35817,'2009-04-24 00:00:00',1880,680,22,1,1,15
35818,'2010-03-06 00:00:00',2512,112,1,1,1,19
35819,'2007-10-31 00:00:00',1128,1128,9,1,3,53
35820,'2009-05-01 00:00:00',1688,488,22,1,3,70
35821,'2009-12-11 00:00:00',2500,100,22,1,3,71
35822,'2009-12-11 00:00:00',2800,400,22,1,3,59
35823,'2008-01-26 00:00:00',316,316,9,1,1,15
35824,'2008-01-06 00:00:00',536,536,9,1,2,48
35825,'2009-12-17 00:00:00',2648,248,9,1,1,23
35826,'2010-03-11 00:00:00',3032,632,1,1,1,9
35827,'2008-05-10 00:00:00',972,972,1,1,2,3
35828,'2009-04-17 00:00:00',1208,8,1,1,2,47
35829,'2009-04-17 00:00:00',2212,1012,1,1,1,17
35830,'2010-03-11 00:00:00',3316,916,1,1,1,24
35831,'2010-03-27 00:00:00',3532,1132,1,1,1,9
35832,'2007-09-23 00:00:00',72,72,9,1,2,41
35833,'2009-01-23 00:00:00',1228,28,14,1,3,56
35834,'2010-01-23 00:00:00',3236,836,22,1,1,18
35835,'2010-02-05 00:00:00',3264,864,9,1,2,42
35836,'2008-05-24 00:00:00',108,108,22,1,2,43
35837,'2007-11-15 00:00:00',680,680,9,1,1,12
35838,'2009-11-13 00:00:00',2760,360,16,1,2,7
35839,'2009-11-09 00:00:00',2968,568,1,1,2,44
35840,'2009-11-16 00:00:00',3036,636,1,1,1,18
35841,'2007-08-24 00:00:00',748,748,1,1,1,14
35842,'2010-03-18 00:00:00',2436,36,1,1,1,18
35843,'2010-03-27 00:00:00',2752,352,1,1,2,44
35844,'2010-02-20 00:00:00',2912,512,1,1,1,19
35845,'2009-10-11 00:00:00',2932,532,9,1,1,9
35846,'2007-08-23 00:00:00',480,480,1,1,1,12
35847,'2008-02-02 00:00:00',872,872,1,1,2,41
35848,'2009-03-16 00:00:00',1784,584,22,1,1,16
35849,'2009-04-19 00:00:00',2108,908,9,1,2,49
35850,'2009-09-13 00:00:00',2456,56,13,1,3,65
35851,'2009-11-27 00:00:00',2536,136,1,1,1,18
35852,'2007-09-29 00:00:00',48,48,1,1,1,14
35853,'2009-03-08 00:00:00',1816,616,1,1,1,20
35854,'2010-01-29 00:00:00',2860,460,9,1,2,42
35855,'2008-10-23 00:00:00',1348,148,1,1,1,22
35856,'2008-11-29 00:00:00',1216,16,9,1,1,20
35857,'2010-02-05 00:00:00',2412,12,1,1,1,21
35858,'2009-10-31 00:00:00',3532,1132,1,1,1,9
35859,'2009-05-10 00:00:00',2048,848,22,1,1,20
35860,'2008-12-01 00:00:00',1712,512,1,1,1,17
35861,'2009-11-09 00:00:00',2568,168,1,1,2,44
35862,'2010-03-13 00:00:00',2600,200,22,1,3,57
35863,'2008-04-03 00:00:00',60,60,9,1,3,58
35864,'2009-10-11 00:00:00',2508,108,1,1,1,12
35865,'2008-05-02 00:00:00',36,36,1,1,2,50
35866,'2008-05-01 00:00:00',188,188,22,1,3,51
35867,'2009-02-06 00:00:00',2036,836,9,1,1,10
35868,'2008-05-04 00:00:00',628,628,21,1,3,53
35869,'2010-02-14 00:00:00',2428,28,21,1,3,57
35870,'2010-03-12 00:00:00',3068,668,1,1,2,46
35871,'2008-09-20 00:00:00',1212,12,1,1,1,17
35872,'2007-11-22 00:00:00',180,180,1,1,1,12
35873,'2008-09-21 00:00:00',1284,84,1,1,1,16
35874,'2010-02-27 00:00:00',2476,76,22,1,3,72
35875,'2010-02-25 00:00:00',2548,148,1,1,1,23
35876,'2009-10-11 00:00:00',3544,1144,22,1,1,21
35877,'2008-02-02 00:00:00',272,272,1,1,2,41
35878,'2007-08-18 00:00:00',884,884,1,1,1,13
35879,'2009-03-08 00:00:00',1812,612,1,1,1,17
35880,'2009-11-28 00:00:00',2612,212,1,1,1,21
35881,'2010-04-07 00:00:00',3048,648,1,1,1,23
35882,'2007-08-15 00:00:00',984,984,9,1,1,13
35883,'2007-11-02 00:00:00',480,480,1,1,1,12
35884,'2008-10-02 00:00:00',1448,248,1,1,1,20
35885,'2010-01-11 00:00:00',2864,464,1,1,2,42
35886,'2010-02-05 00:00:00',2964,564,9,1,2,7
35887,'2009-02-01 00:00:00',1720,520,9,1,2,7
35888,'2008-10-18 00:00:00',2128,928,9,1,3,55
35889,'2009-10-02 00:00:00',3416,1016,1,1,1,24
35890,'2008-02-16 00:00:00',580,580,1,1,1,12
35891,'2008-05-11 00:00:00',1136,1136,22,1,2,48
35892,'2009-04-24 00:00:00',1820,620,1,1,2,42
35893,'2008-10-18 00:00:00',1980,780,1,1,1,15
35894,'2008-09-05 00:00:00',2112,912,9,1,1,17
35895,'2009-10-29 00:00:00',3452,1052,1,1,2,46
35896,'2007-09-08 00:00:00',1048,1048,22,1,1,14
35897,'2008-08-17 00:00:00',2112,912,1,1,1,17
35898,'2010-01-30 00:00:00',3260,860,9,1,2,42
35899,'2008-05-18 00:00:00',980,980,1,1,1,12
35900,'2008-12-11 00:00:00',2288,1088,22,1,3,54
35901,'2009-08-21 00:00:00',3332,932,1,1,1,9
35902,'2007-12-12 00:00:00',848,848,1,1,1,14
35903,'2009-10-02 00:00:00',2580,180,1,1,1,19
35904,'2009-09-21 00:00:00',2860,460,1,1,2,42
35905,'2009-11-09 00:00:00',2868,468,1,1,2,46
35906,'2008-12-06 00:00:00',1616,416,1,1,1,20
35907,'2008-09-01 00:00:00',2196,996,22,1,3,59
35908,'2008-04-20 00:00:00',260,260,9,1,3,71
35909,'2008-08-29 00:00:00',1548,348,1,1,1,22
35910,'2009-10-29 00:00:00',3384,984,1,1,1,20
35911,'2010-03-25 00:00:00',3440,1040,1,1,1,17
35912,'2009-04-19 00:00:00',2208,1008,9,1,2,47
