HSGTDomainScoreID,HSGTScoreID,HSGTDomainID,DomainRawScore,PossibleDomainRawScore
10670,2598,1,11.00,24.00
10671,2598,2,9.00,21.00
10672,2598,3,0.00,0.00
10673,2599,10,2.00,18.00
10674,2599,11,7.00,17.00
10675,2599,12,9.00,20.00
10676,2599,13,8.00,18.00
10677,2599,14,5.00,13.00
10678,2600,10,6.00,18.00
10679,2600,11,5.00,17.00
10680,2600,12,5.00,20.00
10681,2600,13,5.00,18.00
10682,2600,14,5.00,13.00
10683,2601,15,1.00,12.00
10684,2601,16,1.00,14.00
10685,2601,17,4.00,21.00
10686,2601,18,4.00,18.00
10687,2602,4,2.00,14.00
10688,2602,5,2.00,14.00
10689,2602,6,1.00,16.00
10690,2602,7,1.00,11.00
10691,2602,8,2.00,13.00
10692,2602,9,2.00,12.00
10693,2603,4,4.00,14.00
10694,2603,5,6.00,14.00
10695,2603,6,7.00,16.00
10696,2603,7,4.00,11.00
10697,2603,8,4.00,13.00
10698,2603,9,4.00,12.00
10699,2604,1,11.00,24.00
10700,2604,2,9.00,21.00
10701,2604,3,0.00,0.00
10702,2605,15,2.00,12.00
10703,2605,16,5.00,14.00
10704,2605,17,7.00,21.00
10705,2605,18,5.00,18.00
10706,2606,1,10.00,24.00
10707,2606,2,8.00,21.00
10708,2606,3,0.00,0.00
10709,2607,10,4.00,18.00
10710,2607,11,4.00,17.00
10711,2607,12,9.00,20.00
10712,2607,13,7.00,18.00
10713,2607,14,5.00,13.00
10714,2608,4,8.00,14.00
10715,2608,5,8.00,14.00
10716,2608,6,9.00,16.00
10717,2608,7,5.00,11.00
10718,2608,8,6.00,13.00
10719,2608,9,6.00,12.00
10720,2609,15,10.00,12.00
10721,2609,16,8.00,14.00
10722,2609,17,12.00,21.00
10723,2609,18,9.00,18.00
10724,2610,1,16.00,24.00
10725,2610,2,14.00,21.00
10726,2610,3,0.00,0.00
10727,2611,10,2.00,18.00
10728,2611,11,5.00,17.00
10729,2611,12,6.00,20.00
10730,2611,13,8.00,18.00
10731,2611,14,5.00,13.00
10732,2612,10,2.00,18.00
10733,2612,11,7.00,17.00
10734,2612,12,9.00,20.00
10735,2612,13,3.00,18.00
10736,2612,14,2.00,13.00
10737,2613,15,4.00,12.00
10738,2613,16,5.00,14.00
10739,2613,17,7.00,21.00
10740,2613,18,5.00,18.00
10741,2614,4,6.00,14.00
10742,2614,5,6.00,14.00
10743,2614,6,6.00,16.00
10744,2614,7,3.00,11.00
10745,2614,8,1.00,13.00
10746,2614,9,1.00,12.00
10747,2615,4,3.00,14.00
10748,2615,5,2.00,14.00
10749,2615,6,2.00,16.00
10750,2615,7,2.00,11.00
10751,2615,8,2.00,13.00
10752,2615,9,4.00,12.00
10753,2616,15,3.00,12.00
10754,2616,16,3.00,14.00
10755,2616,17,8.00,21.00
10756,2616,18,7.00,18.00
10757,2617,1,3.00,24.00
10758,2617,2,2.00,21.00
10759,2617,3,0.00,0.00
10760,2618,10,4.00,18.00
10761,2618,11,7.00,17.00
10762,2618,12,8.00,20.00
10763,2618,13,6.00,18.00
10764,2618,14,5.00,13.00
10765,2619,4,10.00,14.00
10766,2619,5,10.00,14.00
10767,2619,6,10.00,16.00
10768,2619,7,7.00,11.00
10769,2619,8,4.00,13.00
10770,2619,9,4.00,12.00
10771,2620,15,8.00,12.00
10772,2620,16,10.00,14.00
10773,2620,17,8.00,21.00
10774,2620,18,7.00,18.00
10775,2621,1,15.00,24.00
10776,2621,2,13.00,21.00
10777,2621,3,0.00,0.00
10778,2622,10,13.00,18.00
10779,2622,11,12.00,17.00
10780,2622,12,13.00,20.00
10781,2622,13,11.00,18.00
10782,2622,14,8.00,13.00
10783,2623,4,7.00,14.00
10784,2623,5,5.00,14.00
10785,2623,6,9.00,16.00
10786,2623,7,6.00,11.00
10787,2623,8,6.00,13.00
10788,2623,9,6.00,12.00
10789,2624,1,10.00,24.00
10790,2624,2,2.00,21.00
10791,2624,3,0.00,0.00
10792,2625,15,9.00,12.00
10793,2625,16,11.00,14.00
10794,2625,17,20.00,21.00
10795,2625,18,17.00,18.00
10796,2626,10,7.00,18.00
10797,2626,11,1.00,17.00
10798,2626,12,9.00,20.00
10799,2626,13,3.00,18.00
10800,2626,14,2.00,13.00
10801,2627,10,5.00,18.00
10802,2627,11,4.00,17.00
10803,2627,12,5.00,20.00
10804,2627,13,8.00,18.00
10805,2627,14,5.00,13.00
10806,2628,10,1.00,18.00
10807,2628,11,1.00,17.00
10808,2628,12,4.00,20.00
10809,2628,13,4.00,18.00
10810,2628,14,3.00,13.00
10811,2629,4,2.00,14.00
10812,2629,5,2.00,14.00
10813,2629,6,5.00,16.00
10814,2629,7,3.00,11.00
10815,2629,8,3.00,13.00
10816,2629,9,3.00,12.00
10817,2630,4,2.00,14.00
10818,2630,5,1.00,14.00
10819,2630,6,1.00,16.00
10820,2630,7,1.00,11.00
10821,2630,8,1.00,13.00
10822,2630,9,2.00,12.00
10823,2631,4,2.00,14.00
10824,2631,5,2.00,14.00
10825,2631,6,4.00,16.00
10826,2631,7,3.00,11.00
10827,2631,8,5.00,13.00
10828,2631,9,1.00,12.00
10829,2632,1,11.00,24.00
10830,2632,2,9.00,21.00
10831,2632,3,0.00,0.00
10832,2633,15,2.00,12.00
10833,2633,16,6.00,14.00
10834,2633,17,1.00,21.00
10835,2633,18,4.00,18.00
10836,2634,10,8.00,18.00
10837,2634,11,6.00,17.00
10838,2634,12,7.00,20.00
10839,2634,13,5.00,18.00
10840,2634,14,3.00,13.00
10841,2635,10,7.00,18.00
10842,2635,11,5.00,17.00
10843,2635,12,7.00,20.00
10844,2635,13,6.00,18.00
10845,2635,14,1.00,13.00
10846,2636,10,4.00,18.00
10847,2636,11,2.00,17.00
10848,2636,12,3.00,20.00
10849,2636,13,5.00,18.00
10850,2636,14,4.00,13.00
10851,2637,4,3.00,14.00
10852,2637,5,5.00,14.00
10853,2637,6,2.00,16.00
10854,2637,7,1.00,11.00
10855,2637,8,2.00,13.00
10856,2637,9,2.00,12.00
10857,2638,15,2.00,12.00
10858,2638,16,2.00,14.00
10859,2638,17,6.00,21.00
10860,2638,18,5.00,18.00
10861,2639,1,11.00,24.00
10862,2639,2,7.00,21.00
10863,2639,3,0.00,0.00
10864,2640,10,8.00,18.00
10865,2640,11,3.00,17.00
10866,2640,12,3.00,20.00
10867,2640,13,6.00,18.00
10868,2640,14,4.00,13.00
10869,2641,10,5.00,18.00
10870,2641,11,4.00,17.00
10871,2641,12,8.00,20.00
10872,2641,13,7.00,18.00
10873,2641,14,4.00,13.00
10874,2642,4,4.00,14.00
10875,2642,5,4.00,14.00
10876,2642,6,7.00,16.00
10877,2642,7,5.00,11.00
10878,2642,8,5.00,13.00
10879,2642,9,5.00,12.00
10880,2643,15,4.00,12.00
10881,2643,16,4.00,14.00
10882,2643,17,6.00,21.00
10883,2643,18,4.00,18.00
10884,2644,1,9.00,24.00
10885,2644,2,8.00,21.00
10886,2644,3,0.00,0.00
10887,2645,10,1.00,18.00
10888,2645,11,1.00,17.00
10889,2645,12,1.00,20.00
10890,2645,13,3.00,18.00
10891,2645,14,1.00,13.00
10892,2646,15,5.00,12.00
10893,2646,16,6.00,14.00
10894,2646,17,7.00,21.00
10895,2646,18,3.00,18.00
10896,2647,4,10.00,14.00
10897,2647,5,8.00,14.00
10898,2647,6,4.00,16.00
10899,2647,7,4.00,11.00
10900,2647,8,6.00,13.00
10901,2647,9,6.00,12.00
10902,2648,1,7.00,24.00
10903,2648,2,6.00,21.00
10904,2648,3,0.00,0.00
10905,2649,10,12.00,18.00
10906,2649,11,15.00,17.00
10907,2649,12,18.00,20.00
10908,2649,13,10.00,18.00
10909,2649,14,7.00,13.00
10910,2650,4,9.00,14.00
10911,2650,5,9.00,14.00
10912,2650,6,10.00,16.00
10913,2650,7,6.00,11.00
10914,2650,8,7.00,13.00
10915,2650,9,9.00,12.00
10916,2651,15,8.00,12.00
10917,2651,16,10.00,14.00
10918,2651,17,16.00,21.00
10919,2651,18,14.00,18.00
10920,2652,1,20.00,24.00
10921,2652,2,11.00,21.00
10922,2652,3,0.00,0.00
10923,2653,10,6.00,18.00
10924,2653,11,4.00,17.00
10925,2653,12,8.00,20.00
10926,2653,13,7.00,18.00
10927,2653,14,4.00,13.00
10928,2654,4,6.00,14.00
10929,2654,5,6.00,14.00
10930,2654,6,9.00,16.00
10931,2654,7,6.00,11.00
10932,2654,8,7.00,13.00
10933,2654,9,6.00,12.00
10934,2655,1,17.00,24.00
10935,2655,2,15.00,21.00
10936,2655,3,0.00,0.00
10937,2656,15,6.00,12.00
10938,2656,16,13.00,14.00
10939,2656,17,13.00,21.00
10940,2656,18,12.00,18.00
10941,2657,10,6.00,18.00
10942,2657,11,5.00,17.00
10943,2657,12,6.00,20.00
10944,2657,13,10.00,18.00
10945,2657,14,7.00,13.00
10946,2658,4,13.00,14.00
10947,2658,5,7.00,14.00
10948,2658,6,8.00,16.00
10949,2658,7,6.00,11.00
10950,2658,8,8.00,13.00
10951,2658,9,7.00,12.00
10952,2659,15,7.00,12.00
10953,2659,16,7.00,14.00
10954,2659,17,10.00,21.00
10955,2659,18,13.00,18.00
10956,2660,1,12.00,24.00
10957,2660,2,10.00,21.00
10958,2660,3,0.00,0.00
10959,2661,10,10.00,18.00
10960,2661,11,10.00,17.00
10961,2661,12,14.00,20.00
10962,2661,13,5.00,18.00
10963,2661,14,4.00,13.00
10964,2662,4,10.00,14.00
10965,2662,5,6.00,14.00
10966,2662,6,7.00,16.00
10967,2662,7,4.00,11.00
10968,2662,8,7.00,13.00
10969,2662,9,6.00,12.00
10970,2663,15,8.00,12.00
10971,2663,16,9.00,14.00
10972,2663,17,5.00,21.00
10973,2663,18,14.00,18.00
10974,2664,1,4.00,24.00
10975,2664,2,3.00,21.00
10976,2664,3,0.00,0.00
10977,2665,10,4.00,18.00
10978,2665,11,4.00,17.00
10979,2665,12,5.00,20.00
10980,2665,13,15.00,18.00
10981,2665,14,12.00,13.00
10982,2666,10,6.00,18.00
10983,2666,11,5.00,17.00
10984,2666,12,7.00,20.00
10985,2666,13,1.00,18.00
10986,2666,14,1.00,13.00
10987,2667,10,10.00,18.00
10988,2667,11,5.00,17.00
10989,2667,12,10.00,20.00
10990,2667,13,4.00,18.00
10991,2667,14,3.00,13.00
10992,2668,10,7.00,18.00
10993,2668,11,6.00,17.00
10994,2668,12,8.00,20.00
10995,2668,13,2.00,18.00
10996,2668,14,11.00,13.00
10997,2669,4,3.00,14.00
10998,2669,5,3.00,14.00
10999,2669,6,3.00,16.00
11000,2669,7,3.00,11.00
11001,2669,8,11.00,13.00
11002,2669,9,10.00,12.00
11003,2670,15,5.00,12.00
11004,2670,16,10.00,14.00
11005,2670,17,17.00,21.00
11006,2670,18,15.00,18.00
11007,2671,1,24.00,24.00
11008,2671,2,17.00,21.00
11009,2671,3,0.00,0.00
11010,2672,10,6.00,18.00
11011,2672,11,5.00,17.00
11012,2672,12,1.00,20.00
11013,2672,13,1.00,18.00
11014,2672,14,2.00,13.00
11015,2673,4,6.00,14.00
11016,2673,5,5.00,14.00
11017,2673,6,6.00,16.00
11018,2673,7,6.00,11.00
11019,2673,8,7.00,13.00
11020,2673,9,6.00,12.00
11021,2674,15,6.00,12.00
11022,2674,16,7.00,14.00
11023,2674,17,10.00,21.00
11024,2674,18,8.00,18.00
11025,2675,1,17.00,24.00
11026,2675,2,6.00,21.00
11027,2675,3,0.00,0.00
11028,2676,10,3.00,18.00
11029,2676,11,3.00,17.00
11030,2676,12,4.00,20.00
11031,2676,13,2.00,18.00
11032,2676,14,3.00,13.00
11033,2677,4,10.00,14.00
11034,2677,5,10.00,14.00
11035,2677,6,10.00,16.00
11036,2677,7,6.00,11.00
11037,2677,8,8.00,13.00
11038,2677,9,4.00,12.00
11039,2678,1,8.00,24.00
11040,2678,2,13.00,21.00
11041,2678,3,0.00,0.00
11042,2679,15,6.00,12.00
11043,2679,16,7.00,14.00
11044,2679,17,10.00,21.00
11045,2679,18,9.00,18.00
11046,2680,10,7.00,18.00
11047,2680,11,5.00,17.00
11048,2680,12,1.00,20.00
11049,2680,13,4.00,18.00
11050,2680,14,2.00,13.00
11051,2681,10,2.00,18.00
11052,2681,11,2.00,17.00
11053,2681,12,6.00,20.00
11054,2681,13,5.00,18.00
11055,2681,14,3.00,13.00
11056,2682,1,9.00,24.00
11057,2682,2,2.00,21.00
11058,2682,3,0.00,0.00
11059,2683,4,7.00,14.00
11060,2683,5,10.00,14.00
11061,2683,6,10.00,16.00
11062,2683,7,4.00,11.00
11063,2683,8,9.00,13.00
11064,2683,9,8.00,12.00
11065,2684,15,2.00,12.00
11066,2684,16,2.00,14.00
11067,2684,17,6.00,21.00
11068,2684,18,5.00,18.00
11069,2685,10,5.00,18.00
11070,2685,11,5.00,17.00
11071,2685,12,16.00,20.00
11072,2685,13,14.00,18.00
11073,2685,14,6.00,13.00
11074,2686,15,6.00,12.00
11075,2686,16,7.00,14.00
11076,2686,17,11.00,21.00
11077,2686,18,13.00,18.00
11078,2687,4,12.00,14.00
11079,2687,5,12.00,14.00
11080,2687,6,8.00,16.00
11081,2687,7,10.00,11.00
11082,2687,8,12.00,13.00
11083,2687,9,11.00,12.00
11084,2688,1,15.00,24.00
11085,2688,2,13.00,21.00
11086,2688,3,0.00,0.00
11087,2689,10,13.00,18.00
11088,2689,11,12.00,17.00
11089,2689,12,14.00,20.00
11090,2689,13,16.00,18.00
11091,2689,14,10.00,13.00
11092,2690,4,9.00,14.00
11093,2690,5,8.00,14.00
11094,2690,6,9.00,16.00
11095,2690,7,6.00,11.00
11096,2690,8,7.00,13.00
11097,2690,9,9.00,12.00
11098,2691,1,17.00,24.00
11099,2691,2,14.00,21.00
11100,2691,3,0.00,0.00
11101,2692,15,10.00,12.00
11102,2692,16,7.00,14.00
11103,2692,17,11.00,21.00
11104,2692,18,10.00,18.00
11105,2693,10,13.00,18.00
11106,2693,11,12.00,17.00
11107,2693,12,5.00,20.00
11108,2693,13,14.00,18.00
11109,2693,14,5.00,13.00
11110,2694,4,8.00,14.00
11111,2694,5,7.00,14.00
11112,2694,6,8.00,16.00
11113,2694,7,5.00,11.00
11114,2694,8,8.00,13.00
11115,2694,9,7.00,12.00
11116,2695,15,2.00,12.00
11117,2695,16,2.00,14.00
11118,2695,17,6.00,21.00
11119,2695,18,5.00,18.00
11120,2696,1,9.00,24.00
11121,2696,2,7.00,21.00
11122,2696,3,0.00,0.00
11123,2697,10,5.00,18.00
11124,2697,11,4.00,17.00
11125,2697,12,5.00,20.00
11126,2697,13,5.00,18.00
11127,2697,14,5.00,13.00
11128,2698,10,6.00,18.00
11129,2698,11,5.00,17.00
11130,2698,12,5.00,20.00
11131,2698,13,7.00,18.00
11132,2698,14,5.00,13.00
11133,2699,10,11.00,18.00
11134,2699,11,10.00,17.00
11135,2699,12,4.00,20.00
11136,2699,13,8.00,18.00
11137,2699,14,5.00,13.00
11138,2700,4,3.00,14.00
11139,2700,5,5.00,14.00
11140,2700,6,7.00,16.00
11141,2700,7,2.00,11.00
11142,2700,8,2.00,13.00
11143,2700,9,4.00,12.00
11144,2701,15,5.00,12.00
11145,2701,16,6.00,14.00
11146,2701,17,7.00,21.00
11147,2701,18,1.00,18.00
11148,2702,1,14.00,24.00
11149,2702,2,12.00,21.00
11150,2702,3,0.00,0.00
11151,2703,10,2.00,18.00
11152,2703,11,1.00,17.00
11153,2703,12,4.00,20.00
11154,2703,13,4.00,18.00
11155,2703,14,2.00,13.00
11156,2704,10,8.00,18.00
11157,2704,11,7.00,17.00
11158,2704,12,3.00,20.00
11159,2704,13,3.00,18.00
11160,2704,14,4.00,13.00
11161,2705,4,4.00,14.00
11162,2705,5,6.00,14.00
11163,2705,6,7.00,16.00
11164,2705,7,3.00,11.00
11165,2705,8,4.00,13.00
11166,2705,9,1.00,12.00
11167,2706,15,3.00,12.00
11168,2706,16,3.00,14.00
11169,2706,17,3.00,21.00
11170,2706,18,3.00,18.00
11171,2707,1,7.00,24.00
11172,2707,2,5.00,21.00
11173,2707,3,0.00,0.00
11174,2708,10,7.00,18.00
11175,2708,11,6.00,17.00
11176,2708,12,2.00,20.00
11177,2708,13,2.00,18.00
11178,2708,14,1.00,13.00
11179,2709,15,2.00,12.00
11180,2709,16,4.00,14.00
11181,2709,17,7.00,21.00
11182,2709,18,6.00,18.00
11183,2710,4,8.00,14.00
11184,2710,5,4.00,14.00
11185,2710,6,7.00,16.00
11186,2710,7,5.00,11.00
11187,2710,8,6.00,13.00
11188,2710,9,8.00,12.00
11189,2711,1,4.00,24.00
11190,2711,2,4.00,21.00
11191,2711,3,0.00,0.00
11192,2712,10,5.00,18.00
11193,2712,11,7.00,17.00
11194,2712,12,9.00,20.00
11195,2712,13,7.00,18.00
11196,2712,14,4.00,13.00
11197,2713,15,2.00,12.00
11198,2713,16,5.00,14.00
11199,2713,17,5.00,21.00
11200,2713,18,7.00,18.00
11201,2714,10,1.00,18.00
11202,2714,11,1.00,17.00
11203,2714,12,4.00,20.00
11204,2714,13,3.00,18.00
11205,2714,14,2.00,13.00
11206,2715,15,3.00,12.00
11207,2715,16,5.00,14.00
11208,2715,17,8.00,21.00
11209,2715,18,7.00,18.00
11210,2716,4,2.00,14.00
11211,2716,5,1.00,14.00
11212,2716,6,1.00,16.00
11213,2716,7,1.00,11.00
11214,2716,8,2.00,13.00
11215,2716,9,2.00,12.00
11216,2717,4,4.00,14.00
11217,2717,5,6.00,14.00
11218,2717,6,6.00,16.00
11219,2717,7,1.00,11.00
11220,2717,8,5.00,13.00
11221,2717,9,5.00,12.00
11222,2718,1,6.00,24.00
11223,2718,2,5.00,21.00
11224,2718,3,0.00,0.00
11225,2719,10,15.00,18.00
11226,2719,11,8.00,17.00
11227,2719,12,10.00,20.00
11228,2719,13,9.00,18.00
11229,2719,14,8.00,13.00
11230,2720,4,8.00,14.00
11231,2720,5,8.00,14.00
11232,2720,6,10.00,16.00
11233,2720,7,6.00,11.00
11234,2720,8,10.00,13.00
11235,2720,9,9.00,12.00
11236,2721,1,18.00,24.00
11237,2721,2,15.00,21.00
11238,2721,3,0.00,0.00
11239,2722,15,10.00,12.00
11240,2722,16,11.00,14.00
11241,2722,17,17.00,21.00
11242,2722,18,15.00,18.00
11243,2723,10,1.00,18.00
11244,2723,11,3.00,17.00
11245,2723,12,4.00,20.00
11246,2723,13,12.00,18.00
11247,2723,14,2.00,13.00
11248,2724,4,4.00,14.00
11249,2724,5,4.00,14.00
11250,2724,6,4.00,16.00
11251,2724,7,2.00,11.00
11252,2724,8,3.00,13.00
11253,2724,9,5.00,12.00
11254,2725,10,10.00,18.00
11255,2725,11,2.00,17.00
11256,2725,12,1.00,20.00
11257,2725,13,2.00,18.00
11258,2725,14,1.00,13.00
11259,2726,1,7.00,24.00
11260,2726,2,6.00,21.00
11261,2726,3,0.00,0.00
11262,2727,10,7.00,18.00
11263,2727,11,1.00,17.00
11264,2727,12,9.00,20.00
11265,2727,13,8.00,18.00
11266,2727,14,2.00,13.00
11267,2728,10,5.00,18.00
11268,2728,11,4.00,17.00
11269,2728,12,5.00,20.00
11270,2728,13,7.00,18.00
11271,2728,14,1.00,13.00
11272,2729,15,4.00,12.00
11273,2729,16,4.00,14.00
11274,2729,17,6.00,21.00
11275,2729,18,12.00,18.00
11276,2730,4,5.00,14.00
11277,2730,5,1.00,14.00
11278,2730,6,2.00,16.00
11279,2730,7,1.00,11.00
11280,2730,8,1.00,13.00
11281,2730,9,1.00,12.00
11282,2731,15,1.00,12.00
11283,2731,16,2.00,14.00
11284,2731,17,12.00,21.00
11285,2731,18,5.00,18.00
11286,2732,4,6.00,14.00
11287,2732,5,10.00,14.00
11288,2732,6,3.00,16.00
11289,2732,7,3.00,11.00
11290,2732,8,4.00,13.00
11291,2732,9,4.00,12.00
11292,2733,1,16.00,24.00
11293,2733,2,8.00,21.00
11294,2733,3,0.00,0.00
11295,2734,4,1.00,14.00
11296,2734,5,1.00,14.00
11297,2734,6,2.00,16.00
11298,2734,7,1.00,11.00
11299,2734,8,4.00,13.00
11300,2734,9,4.00,12.00
11301,2735,15,10.00,12.00
11302,2735,16,3.00,14.00
11303,2735,17,10.00,21.00
11304,2735,18,14.00,18.00
11305,2736,10,2.00,18.00
11306,2736,11,2.00,17.00
11307,2736,12,2.00,20.00
11308,2736,13,2.00,18.00
11309,2736,14,5.00,13.00
11310,2737,10,3.00,18.00
11311,2737,11,2.00,17.00
11312,2737,12,2.00,20.00
11313,2737,13,5.00,18.00
11314,2737,14,5.00,13.00
11315,2738,10,1.00,18.00
11316,2738,11,1.00,17.00
11317,2738,12,1.00,20.00
11318,2738,13,8.00,18.00
11319,2738,14,5.00,13.00
11320,2739,4,3.00,14.00
11321,2739,5,5.00,14.00
11322,2739,6,3.00,16.00
11323,2739,7,1.00,11.00
11324,2739,8,2.00,13.00
11325,2739,9,4.00,12.00
11326,2740,15,4.00,12.00
11327,2740,16,1.00,14.00
11328,2740,17,9.00,21.00
11329,2740,18,3.00,18.00
11330,2741,1,3.00,24.00
11331,2741,2,5.00,21.00
11332,2741,3,0.00,0.00
11333,2742,10,8.00,18.00
11334,2742,11,7.00,17.00
11335,2742,12,9.00,20.00
11336,2742,13,8.00,18.00
11337,2742,14,5.00,13.00
11338,2743,15,4.00,12.00
11339,2743,16,1.00,14.00
11340,2743,17,11.00,21.00
11341,2743,18,1.00,18.00
11342,2744,10,10.00,18.00
11343,2744,11,3.00,17.00
11344,2744,12,3.00,20.00
11345,2744,13,6.00,18.00
11346,2744,14,12.00,13.00
11347,2745,10,7.00,18.00
11348,2745,11,6.00,17.00
11349,2745,12,8.00,20.00
11350,2745,13,7.00,18.00
11351,2745,14,5.00,13.00
11352,2746,10,1.00,18.00
11353,2746,11,3.00,17.00
11354,2746,12,4.00,20.00
11355,2746,13,2.00,18.00
11356,2746,14,4.00,13.00
11357,2747,4,3.00,14.00
11358,2747,5,3.00,14.00
11359,2747,6,4.00,16.00
11360,2747,7,4.00,11.00
11361,2747,8,4.00,13.00
11362,2747,9,4.00,12.00
11363,2748,10,8.00,18.00
11364,2748,11,7.00,17.00
11365,2748,12,10.00,20.00
11366,2748,13,11.00,18.00
11367,2748,14,2.00,13.00
11368,2749,4,2.00,14.00
11369,2749,5,4.00,14.00
11370,2749,6,4.00,16.00
11371,2749,7,3.00,11.00
11372,2749,8,10.00,13.00
11373,2749,9,3.00,12.00
11374,2750,15,4.00,12.00
11375,2750,16,1.00,14.00
11376,2750,17,10.00,21.00
11377,2750,18,11.00,18.00
11378,2751,15,5.00,12.00
11379,2751,16,6.00,14.00
11380,2751,17,11.00,21.00
11381,2751,18,15.00,18.00
11382,2752,4,3.00,14.00
11383,2752,5,3.00,14.00
11384,2752,6,6.00,16.00
11385,2752,7,4.00,11.00
11386,2752,8,5.00,13.00
11387,2752,9,5.00,12.00
11388,2753,15,4.00,12.00
11389,2753,16,1.00,14.00
11390,2753,17,1.00,21.00
11391,2753,18,4.00,18.00
11392,2754,4,3.00,14.00
11393,2754,5,2.00,14.00
11394,2754,6,4.00,16.00
11395,2754,7,3.00,11.00
11396,2754,8,3.00,13.00
11397,2754,9,5.00,12.00
11398,2755,1,17.00,24.00
11399,2755,2,13.00,21.00
11400,2755,3,0.00,0.00
11401,2756,4,1.00,14.00
11402,2756,5,6.00,14.00
11403,2756,6,3.00,16.00
11404,2756,7,3.00,11.00
11405,2756,8,3.00,13.00
11406,2756,9,5.00,12.00
11407,2757,10,11.00,18.00
11408,2757,11,4.00,17.00
11409,2757,12,4.00,20.00
11410,2757,13,4.00,18.00
11411,2757,14,4.00,13.00
11412,2758,15,3.00,12.00
11413,2758,16,4.00,14.00
11414,2758,17,6.00,21.00
11415,2758,18,5.00,18.00
11416,2759,1,17.00,24.00
11417,2759,2,15.00,21.00
11418,2759,3,0.00,0.00
11419,2760,10,12.00,18.00
11420,2760,11,9.00,17.00
11421,2760,12,11.00,20.00
11422,2760,13,10.00,18.00
11423,2760,14,12.00,13.00
11424,2761,4,7.00,14.00
11425,2761,5,7.00,14.00
11426,2761,6,15.00,16.00
11427,2761,7,10.00,11.00
11428,2761,8,8.00,13.00
11429,2761,9,7.00,12.00
11430,2762,1,17.00,24.00
11431,2762,2,19.00,21.00
11432,2762,3,0.00,0.00
11433,2763,15,6.00,12.00
11434,2763,16,7.00,14.00
11435,2763,17,12.00,21.00
11436,2763,18,11.00,18.00
11437,2764,4,8.00,14.00
11438,2764,5,8.00,14.00
11439,2764,6,9.00,16.00
11440,2764,7,5.00,11.00
11441,2764,8,6.00,13.00
11442,2764,9,6.00,12.00
11443,2765,10,10.00,18.00
11444,2765,11,9.00,17.00
11445,2765,12,19.00,20.00
11446,2765,13,17.00,18.00
11447,2765,14,8.00,13.00
11448,2766,15,6.00,12.00
11449,2766,16,7.00,14.00
11450,2766,17,16.00,21.00
11451,2766,18,12.00,18.00
11452,2767,1,5.00,24.00
11453,2767,2,16.00,21.00
11454,2767,3,0.00,0.00
11455,2768,4,7.00,14.00
11456,2768,5,7.00,14.00
11457,2768,6,11.00,16.00
11458,2768,7,6.00,11.00
11459,2768,8,8.00,13.00
11460,2768,9,4.00,12.00
11461,2769,10,11.00,18.00
11462,2769,11,10.00,17.00
11463,2769,12,15.00,20.00
11464,2769,13,14.00,18.00
11465,2769,14,8.00,13.00
11466,2770,15,7.00,12.00
11467,2770,16,9.00,14.00
11468,2770,17,17.00,21.00
11469,2770,18,14.00,18.00
11470,2771,1,14.00,24.00
11471,2771,2,15.00,21.00
11472,2771,3,0.00,0.00
11473,2772,4,12.00,14.00
11474,2772,5,12.00,14.00
11475,2772,6,8.00,16.00
11476,2772,7,5.00,11.00
11477,2772,8,7.00,13.00
11478,2772,9,7.00,12.00
11479,2773,15,7.00,12.00
11480,2773,16,7.00,14.00
11481,2773,17,10.00,21.00
11482,2773,18,13.00,18.00
11483,2774,1,15.00,24.00
11484,2774,2,13.00,21.00
11485,2774,3,0.00,0.00
11486,2775,10,12.00,18.00
11487,2775,11,11.00,17.00
11488,2775,12,13.00,20.00
11489,2775,13,12.00,18.00
11490,2775,14,7.00,13.00
11491,2776,4,8.00,14.00
11492,2776,5,6.00,14.00
11493,2776,6,7.00,16.00
11494,2776,7,5.00,11.00
11495,2776,8,9.00,13.00
11496,2776,9,6.00,12.00
11497,2777,1,22.00,24.00
11498,2777,2,19.00,21.00
11499,2777,3,0.00,0.00
11500,2778,15,10.00,12.00
11501,2778,16,7.00,14.00
11502,2778,17,10.00,21.00
11503,2778,18,9.00,18.00
11522,2783,10,12.00,18.00
11523,2783,11,11.00,17.00
11524,2783,12,17.00,20.00
11525,2783,13,15.00,18.00
11526,2783,14,11.00,13.00
11527,2784,4,7.00,14.00
11528,2784,5,13.00,14.00
11529,2784,6,15.00,16.00
11530,2784,7,10.00,11.00
11531,2784,8,8.00,13.00
11532,2784,9,7.00,12.00
11533,2785,1,6.00,24.00
11534,2785,2,6.00,21.00
11535,2785,3,0.00,0.00
11536,2786,15,10.00,12.00
11537,2786,16,12.00,14.00
11538,2786,17,10.00,21.00
11539,2786,18,9.00,18.00
11540,2787,10,11.00,18.00
11541,2787,11,10.00,17.00
11542,2787,12,12.00,20.00
11543,2787,13,11.00,18.00
11544,2787,14,7.00,13.00
11545,2788,4,10.00,14.00
11546,2788,5,10.00,14.00
11547,2788,6,11.00,16.00
11548,2788,7,7.00,11.00
11549,2788,8,9.00,13.00
11550,2788,9,8.00,12.00
11551,2789,1,10.00,24.00
11552,2789,2,6.00,21.00
11553,2789,3,0.00,0.00
11554,2790,15,6.00,12.00
11555,2790,16,9.00,14.00
11556,2790,17,14.00,21.00
11557,2790,18,10.00,18.00
11558,2791,4,11.00,14.00
