StandardizedTestScoreID,StudentID,SISStudentID,TestDate,SubjectID,RawScore,PossibleRawScore,ScaledScore,PossibleScaledScore,PerformanceLevel,Lexile,LatestTest
1659,2427,27,'2009-01-01 00:00:00',18,7.00,8.00,813.00,950.00,2.00,   BR,1
1660,2455,55,'2009-01-01 00:00:00',6,47.00,50.00,857.00,950.00,3.00,   95,0
1661,2455,55,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 600L,1
1662,2455,55,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 600L,0
1663,2455,55,'2009-01-01 00:00:00',10,0.00,0.00,367.00,950.00,3.00,   95,1
1664,2455,55,'2009-01-01 00:00:00',18,7.00,8.00,837.00,950.00,2.00,   95,0
1665,2455,55,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
1666,2456,56,'2009-01-01 00:00:00',6,48.00,50.00,866.00,950.00,3.00,  145,0
1667,2456,56,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 725L,1
1668,2456,56,'2009-01-01 00:00:00',10,0.00,0.00,373.00,950.00,3.00,  145,0
1669,2456,56,'2010-04-02 00:00:00',10,56.00,60.00,861.00,950.00,3.00, 725L,1
1670,2456,56,'2009-01-01 00:00:00',18,7.00,8.00,843.00,950.00,2.00,  145,0
1671,2456,56,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
1672,2491,91,'2009-01-01 00:00:00',6,39.00,50.00,824.00,950.00,2.00,   25,0
1673,2491,91,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 410L,1
1674,2491,91,'2009-01-01 00:00:00',10,0.00,0.00,354.00,950.00,3.00,   25,0
1675,2491,91,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 410L,1
1676,2491,91,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,0
1677,2491,91,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,1
1678,2492,92,'2009-01-01 00:00:00',6,47.00,50.00,857.00,950.00,3.00,  550,0
1679,2492,92,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 725L,1
1680,2492,92,'2009-01-01 00:00:00',10,0.00,0.00,431.00,950.00,3.00,  550,0
1681,2492,92,'2010-04-02 00:00:00',10,60.00,60.00,930.00,950.00,3.00, 725L,1
1682,2492,92,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,0
1683,2492,92,'2009-01-01 00:00:00',18,8.00,8.00,901.00,950.00,3.00,  550,1
1684,2493,93,'2009-01-01 00:00:00',6,29.00,50.00,802.00,950.00,2.00,   95,0
1685,2493,93,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 515L,1
1686,2493,93,'2010-04-02 00:00:00',10,35.00,60.00,802.00,950.00,2.00, 515L,0
1687,2493,93,'2009-01-01 00:00:00',10,0.00,0.00,317.00,950.00,2.00,   95,1
1688,2493,93,'2009-01-01 00:00:00',18,8.00,8.00,837.00,950.00,2.00,   95,0
1689,2493,93,'2010-04-02 00:00:00',18,7.00,8.00,851.00,950.00,3.00, 515L,1
1690,2524,124,'2009-01-01 00:00:00',6,35.00,50.00,814.00,950.00,2.00,  285,0
1691,2524,124,'2010-04-02 00:00:00',6,41.00,50.00,830.00,950.00,2.00, 600L,1
1692,2524,124,'2010-04-02 00:00:00',10,55.00,60.00,855.00,950.00,3.00, 600L,0
1693,2524,124,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,  285,1
1694,2524,124,'2009-01-01 00:00:00',18,7.00,8.00,859.00,950.00,3.00,  285,0
1695,2524,124,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
1696,2525,125,'2009-01-01 00:00:00',6,24.00,50.00,792.00,950.00,1.00,   BR,0
1697,2525,125,'2010-04-02 00:00:00',6,29.00,50.00,798.00,950.00,1.00, 300L,1
1698,2525,125,'2010-04-02 00:00:00',10,42.00,60.00,815.00,950.00,2.00, 300L,0
1699,2525,125,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,   BR,1
1700,2525,125,'2009-01-01 00:00:00',18,6.00,8.00,815.00,950.00,2.00,   BR,0
1701,2525,125,'2010-04-02 00:00:00',18,6.00,8.00,822.00,950.00,2.00, 300L,1
1702,2526,126,'2010-04-02 00:00:00',6,39.00,50.00,823.00,950.00,2.00, 300L,0
1703,2526,126,'2009-01-01 00:00:00',6,40.00,50.00,827.00,950.00,2.00,  145,1
1704,2526,126,'2009-01-01 00:00:00',10,0.00,0.00,343.00,950.00,2.00,  145,0
1705,2526,126,'2010-04-02 00:00:00',10,44.00,60.00,820.00,950.00,2.00, 300L,1
1706,2526,126,'2010-04-02 00:00:00',18,7.00,8.00,822.00,950.00,2.00, 300L,0
1707,2526,126,'2009-01-01 00:00:00',18,7.00,8.00,843.00,950.00,2.00,  145,1
1708,2527,127,'2009-01-01 00:00:00',6,44.00,50.00,840.00,950.00,2.00,   25,0
1709,2527,127,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 410L,1
1710,2527,127,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 410L,0
1711,2527,127,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00,   25,1
1712,2527,127,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,0
1713,2527,127,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,1
1714,2554,154,'2009-01-01 00:00:00',6,18.00,50.00,780.00,950.00,1.00,   BR,0
1715,2554,154,'2010-04-02 00:00:00',6,25.00,50.00,789.00,950.00,1.00, 140L,1
1716,2554,154,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 140L,0
1717,2554,154,'2009-01-01 00:00:00',10,0.00,0.00,310.00,950.00,2.00,   BR,1
1718,2554,154,'2010-04-02 00:00:00',18,5.00,8.00,801.00,950.00,2.00, 140L,0
1719,2554,154,'2009-01-01 00:00:00',18,3.00,8.00,807.00,950.00,2.00,   BR,1
1720,2555,155,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,   60,0
1721,2555,155,'2010-04-02 00:00:00',6,37.00,50.00,818.00,950.00,2.00, 410L,1
1722,2555,155,'2010-04-02 00:00:00',10,46.00,60.00,824.00,950.00,2.00, 410L,0
1723,2555,155,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,   60,1
1724,2555,155,'2009-01-01 00:00:00',18,8.00,8.00,833.00,950.00,2.00,   60,0
1725,2555,155,'2010-04-02 00:00:00',18,6.00,8.00,837.00,950.00,2.00, 410L,1
1726,2556,156,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 725L,0
1727,2556,156,'2009-01-01 00:00:00',6,38.00,50.00,821.00,950.00,2.00,  205,1
1728,2556,156,'2010-04-02 00:00:00',10,46.00,60.00,824.00,950.00,2.00, 725L,0
1729,2556,156,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,  205,1
1730,2556,156,'2009-01-01 00:00:00',18,7.00,8.00,850.00,950.00,3.00,  205,0
1731,2556,156,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
1732,2591,191,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,  205,0
1733,2591,191,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 515L,1
1734,2591,191,'2009-01-01 00:00:00',10,0.00,0.00,354.00,950.00,3.00,  205,0
1735,2591,191,'2010-04-02 00:00:00',10,55.00,60.00,855.00,950.00,3.00, 515L,1
1736,2591,191,'2009-01-01 00:00:00',18,6.00,8.00,850.00,950.00,3.00,  205,0
1737,2591,191,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
1738,2592,192,'2010-04-02 00:00:00',6,37.00,50.00,818.00,950.00,2.00, 410L,0
1739,2592,192,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,1
1740,2592,192,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  205,0
1741,2592,192,'2010-04-02 00:00:00',10,56.00,60.00,861.00,950.00,3.00, 410L,1
1742,2592,192,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,0
1743,2592,192,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
1744,2593,193,'2009-01-01 00:00:00',6,23.00,50.00,790.00,950.00,1.00,   BR,0
1745,2593,193,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 515L,1
1746,2593,193,'2009-01-01 00:00:00',10,0.00,0.00,307.00,950.00,2.00,   BR,0
1747,2593,193,'2010-04-02 00:00:00',10,43.00,60.00,818.00,950.00,2.00, 515L,1
1748,2593,193,'2009-01-01 00:00:00',18,5.00,8.00,813.00,950.00,2.00,   BR,0
1749,2593,193,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
1750,2624,224,'2009-01-01 00:00:00',6,26.00,50.00,796.00,950.00,1.00,   25,0
1751,2624,224,'2010-04-02 00:00:00',6,32.00,50.00,805.00,950.00,2.00, 330L,1
1752,2624,224,'2010-04-02 00:00:00',10,44.00,60.00,820.00,950.00,2.00, 330L,0
1753,2624,224,'2009-01-01 00:00:00',10,0.00,0.00,317.00,950.00,2.00,   25,1
1754,2624,224,'2010-04-02 00:00:00',18,5.00,8.00,826.00,950.00,2.00, 330L,0
1755,2624,224,'2009-01-01 00:00:00',18,8.00,8.00,829.00,950.00,2.00,   25,1
1756,2625,225,'2009-01-01 00:00:00',6,18.00,50.00,780.00,950.00,1.00,   BR,1
1757,2625,225,'2009-01-01 00:00:00',10,0.00,0.00,293.00,950.00,1.00,   BR,1
1758,2625,225,'2009-01-01 00:00:00',18,3.00,8.00,802.00,950.00,2.00,   BR,1
1759,2626,226,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,   25,0
1760,2626,226,'2010-04-02 00:00:00',6,47.00,50.00,861.00,950.00,3.00, 515L,1
1761,2626,226,'2009-01-01 00:00:00',10,0.00,0.00,334.00,950.00,2.00,   25,0
1762,2626,226,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 515L,1
1763,2626,226,'2010-04-02 00:00:00',18,7.00,8.00,851.00,950.00,3.00, 515L,0
1764,2626,226,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,1
1765,2627,227,'2009-01-01 00:00:00',6,33.00,50.00,810.00,950.00,2.00,   95,0
1766,2627,227,'2010-04-02 00:00:00',6,45.00,50.00,850.00,950.00,3.00, 600L,1
1767,2627,227,'2010-04-02 00:00:00',10,48.00,60.00,829.00,950.00,2.00, 600L,0
1768,2627,227,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   95,1
1769,2627,227,'2009-01-01 00:00:00',18,7.00,8.00,837.00,950.00,2.00,   95,0
1770,2627,227,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
1771,2654,254,'2009-01-01 00:00:00',6,19.00,50.00,782.00,950.00,1.00,   BR,0
1772,2654,254,'2010-04-02 00:00:00',6,25.00,50.00,789.00,950.00,1.00, 330L,1
1773,2654,254,'2010-04-02 00:00:00',10,33.00,60.00,798.00,950.00,1.00, 330L,0
1774,2654,254,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,   BR,1
1775,2654,254,'2009-01-01 00:00:00',18,3.00,8.00,802.00,950.00,2.00,   BR,0
1776,2654,254,'2010-04-02 00:00:00',18,7.00,8.00,826.00,950.00,2.00, 330L,1
1777,2655,255,'2010-04-02 00:00:00',6,31.00,50.00,802.00,950.00,2.00, 270L,1
1778,2655,255,'2010-04-02 00:00:00',10,37.00,60.00,806.00,950.00,2.00, 270L,1
1779,2655,255,'2010-04-02 00:00:00',18,8.00,8.00,818.00,950.00,2.00, 270L,1
1780,2656,256,'2009-01-01 00:00:00',6,21.00,50.00,786.00,950.00,1.00,   BR,0
1781,2656,256,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00, 240L,1
1782,2656,256,'2009-01-01 00:00:00',10,0.00,0.00,293.00,950.00,1.00,   BR,0
1783,2656,256,'2010-04-02 00:00:00',10,28.00,60.00,789.00,950.00,1.00, 240L,1
1784,2656,256,'2009-01-01 00:00:00',18,5.00,8.00,795.00,950.00,1.00,   BR,0
1785,2656,256,'2010-04-02 00:00:00',18,7.00,8.00,814.00,950.00,2.00, 240L,1
1786,2691,291,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,0
1787,2691,291,'2010-04-02 00:00:00',6,44.00,50.00,842.00,950.00,2.00, 515L,1
1788,2691,291,'2010-04-02 00:00:00',10,53.00,60.00,846.00,950.00,2.00, 515L,0
1789,2691,291,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,  205,1
1790,2691,291,'2009-01-01 00:00:00',18,7.00,8.00,850.00,950.00,3.00,  205,0
1791,2691,291,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
1792,2692,292,'2009-01-01 00:00:00',6,28.00,50.00,800.00,950.00,2.00,   BR,0
1793,2692,292,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00, 185L,1
1794,2692,292,'2010-04-02 00:00:00',10,43.00,60.00,818.00,950.00,2.00, 185L,0
1795,2692,292,'2009-01-01 00:00:00',10,0.00,0.00,315.00,950.00,2.00,   BR,1
1796,2692,292,'2010-04-02 00:00:00',18,7.00,8.00,807.00,950.00,2.00, 185L,0
1797,2692,292,'2009-01-01 00:00:00',18,8.00,8.00,810.00,950.00,2.00,   BR,1
1798,2693,293,'2009-01-01 00:00:00',6,44.00,50.00,840.00,950.00,2.00,  205,0
1799,2693,293,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 330L,1
1800,2693,293,'2010-04-02 00:00:00',10,53.00,60.00,846.00,950.00,2.00, 330L,0
1801,2693,293,'2009-01-01 00:00:00',10,0.00,0.00,397.00,950.00,3.00,  205,1
1802,2693,293,'2010-04-02 00:00:00',18,6.00,8.00,826.00,950.00,2.00, 330L,0
1803,2693,293,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
1804,2724,324,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,0
1805,2724,324,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 215L,1
1806,2724,324,'2009-01-01 00:00:00',10,0.00,0.00,320.00,950.00,2.00,   BR,0
1807,2724,324,'2010-04-02 00:00:00',10,29.00,60.00,791.00,950.00,1.00, 215L,1
1808,2724,324,'2009-01-01 00:00:00',18,6.00,8.00,810.00,950.00,2.00,   BR,0
1809,2724,324,'2010-04-02 00:00:00',18,6.00,8.00,811.00,950.00,2.00, 215L,1
1810,2725,325,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,0
1811,2725,325,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 240L,1
1812,2725,325,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  205,0
1813,2725,325,'2010-04-02 00:00:00',10,37.00,60.00,806.00,950.00,2.00, 240L,1
1814,2725,325,'2010-04-02 00:00:00',18,8.00,8.00,814.00,950.00,2.00, 240L,0
1815,2725,325,'2009-01-01 00:00:00',18,7.00,8.00,850.00,950.00,3.00,  205,1
1816,2726,326,'2009-01-01 00:00:00',6,40.00,50.00,827.00,950.00,2.00,  420,0
1817,2726,326,'2010-04-02 00:00:00',6,46.00,50.00,854.00,950.00,3.00, 600L,1
1818,2726,326,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 600L,0
1819,2726,326,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,  420,1
1820,2726,326,'2010-04-02 00:00:00',18,7.00,8.00,862.00,950.00,3.00, 600L,0
1821,2726,326,'2009-01-01 00:00:00',18,8.00,8.00,875.00,950.00,3.00,  420,1
1822,2727,327,'2010-04-02 00:00:00',6,27.00,50.00,793.00,950.00,1.00, 410L,0
1823,2727,327,'2009-01-01 00:00:00',6,25.00,50.00,794.00,950.00,1.00,   BR,1
1824,2727,327,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 410L,0
1825,2727,327,'2009-01-01 00:00:00',10,0.00,0.00,310.00,950.00,2.00,   BR,1
1826,2727,327,'2010-04-02 00:00:00',18,7.00,8.00,837.00,950.00,2.00, 410L,0
1827,2727,327,'2009-01-01 00:00:00',18,4.00,8.00,793.00,950.00,1.00,   BR,1
1828,2754,354,'2009-01-01 00:00:00',6,33.00,50.00,810.00,950.00,2.00,   BR,0
1829,2754,354,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 215L,1
1830,2754,354,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,   BR,0
1831,2754,354,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 215L,1
1832,2754,354,'2009-01-01 00:00:00',18,4.00,8.00,805.00,950.00,2.00,   BR,0
1833,2754,354,'2010-04-02 00:00:00',18,8.00,8.00,811.00,950.00,2.00, 215L,1
1834,2755,355,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 725L,1
1835,2755,355,'2010-04-02 00:00:00',10,48.00,60.00,829.00,950.00,2.00, 725L,1
1836,2755,355,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
1837,2756,356,'2010-04-02 00:00:00',6,38.00,50.00,820.00,950.00,2.00, 330L,0
1838,2756,356,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,   25,1
1839,2756,356,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   25,0
1840,2756,356,'2010-04-02 00:00:00',10,38.00,60.00,807.00,950.00,2.00, 330L,1
1841,2756,356,'2010-04-02 00:00:00',18,7.00,8.00,826.00,950.00,2.00, 330L,0
1842,2756,356,'2009-01-01 00:00:00',18,6.00,8.00,829.00,950.00,2.00,   25,1
1843,2791,391,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,  285,0
1844,2791,391,'2010-04-02 00:00:00',6,45.00,50.00,850.00,950.00,3.00, 515L,1
1845,2791,391,'2009-01-01 00:00:00',10,0.00,0.00,387.00,950.00,3.00,  285,0
1846,2791,391,'2010-04-02 00:00:00',10,49.00,60.00,832.00,950.00,2.00, 515L,1
1847,2791,391,'2010-04-02 00:00:00',18,6.00,8.00,851.00,950.00,3.00, 515L,0
1848,2791,391,'2009-01-01 00:00:00',18,8.00,8.00,859.00,950.00,3.00,  285,1
1849,2792,392,'2010-04-02 00:00:00',6,34.00,50.00,810.00,950.00,2.00, 410L,0
1850,2792,392,'2009-01-01 00:00:00',6,37.00,50.00,819.00,950.00,2.00,   BR,1
1851,2792,392,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   BR,0
1852,2792,392,'2010-04-02 00:00:00',10,35.00,60.00,802.00,950.00,2.00, 410L,1
1853,2792,392,'2009-01-01 00:00:00',18,7.00,8.00,822.00,950.00,2.00,   BR,0
1854,2792,392,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,1
1855,2793,393,'2010-04-02 00:00:00',6,26.00,50.00,791.00,950.00,1.00,  BR,0
1856,2793,393,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,1
1857,2793,393,'2010-04-02 00:00:00',10,32.00,60.00,796.00,950.00,1.00,  BR,0
1858,2793,393,'2009-01-01 00:00:00',10,0.00,0.00,322.00,950.00,2.00,   BR,1
1859,2793,393,'2010-04-02 00:00:00',18,4.00,8.00,778.00,950.00,1.00,  BR,0
1860,2793,393,'2009-01-01 00:00:00',18,7.00,8.00,800.00,950.00,2.00,   BR,1
1861,2824,424,'2010-04-02 00:00:00',6,30.00,50.00,800.00,950.00,2.00, 300L,0
1862,2824,424,'2009-01-01 00:00:00',6,30.00,50.00,804.00,950.00,2.00,  205,1
1863,2824,424,'2010-04-02 00:00:00',10,42.00,60.00,815.00,950.00,2.00, 300L,0
1864,2824,424,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,  205,1
1865,2824,424,'2010-04-02 00:00:00',18,7.00,8.00,822.00,950.00,2.00, 300L,0
1866,2824,424,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
1867,2825,425,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,0
1868,2825,425,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 270L,1
1869,2825,425,'2009-01-01 00:00:00',10,0.00,0.00,331.00,950.00,2.00,   BR,0
1870,2825,425,'2010-04-02 00:00:00',10,30.00,60.00,793.00,950.00,1.00, 270L,1
1871,2825,425,'2010-04-02 00:00:00',18,6.00,8.00,818.00,950.00,2.00, 270L,0
1872,2825,425,'2009-01-01 00:00:00',18,6.00,8.00,825.00,950.00,2.00,   BR,1
1873,2826,426,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 725L,0
1874,2826,426,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,  145,1
1875,2826,426,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 725L,0
1876,2826,426,'2009-01-01 00:00:00',10,0.00,0.00,331.00,950.00,2.00,  145,1
1877,2826,426,'2009-01-01 00:00:00',18,6.00,8.00,843.00,950.00,2.00,  145,0
1878,2826,426,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
1879,2827,427,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 300L,0
1880,2827,427,'2009-01-01 00:00:00',6,35.00,50.00,814.00,950.00,2.00,   BR,1
1881,2827,427,'2009-01-01 00:00:00',10,0.00,0.00,328.00,950.00,2.00,   BR,0
1882,2827,427,'2010-04-02 00:00:00',10,33.00,60.00,798.00,950.00,1.00, 300L,1
1883,2827,427,'2009-01-01 00:00:00',18,6.00,8.00,818.00,950.00,2.00,   BR,0
1884,2827,427,'2010-04-02 00:00:00',18,7.00,8.00,822.00,950.00,2.00, 300L,1
1885,2854,454,'2010-04-02 00:00:00',6,39.00,50.00,823.00,950.00,2.00, 510L,0
1886,2854,454,'2009-01-01 00:00:00',6,45.00,50.00,845.00,950.00,2.00,  550,1
1887,2854,454,'2010-04-02 00:00:00',10,49.00,60.00,832.00,950.00,2.00, 510L,0
1888,2854,454,'2009-01-01 00:00:00',10,0.00,0.00,343.00,950.00,2.00,  550,1
1889,2854,454,'2010-04-02 00:00:00',18,8.00,8.00,850.00,950.00,3.00, 510L,0
1890,2854,454,'2009-01-01 00:00:00',18,8.00,8.00,901.00,950.00,3.00,  550,1
1891,2855,455,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   95,0
1892,2855,455,'2010-04-02 00:00:00',6,37.00,50.00,818.00,950.00,2.00, 780L,1
1893,2855,455,'2010-04-02 00:00:00',10,43.00,60.00,818.00,950.00,2.00, 780L,0
1894,2855,455,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,   95,1
1895,2855,455,'2009-01-01 00:00:00',18,6.00,8.00,837.00,950.00,2.00,   95,0
1896,2855,455,'2010-04-02 00:00:00',18,8.00,8.00,920.00,950.00,3.00, 780L,1
1897,2856,456,'2009-01-01 00:00:00',6,48.00,50.00,866.00,950.00,3.00,  550,1
1898,2856,456,'2009-01-01 00:00:00',10,0.00,0.00,367.00,950.00,3.00,  550,1
1899,2856,456,'2009-01-01 00:00:00',18,8.00,8.00,901.00,950.00,3.00,  550,1
1900,2891,491,'2009-01-01 00:00:00',6,26.00,50.00,796.00,950.00,1.00,   BR,0
1901,2891,491,'2010-04-02 00:00:00',6,39.00,50.00,823.00,950.00,2.00, 165L,1
1902,2891,491,'2009-01-01 00:00:00',10,0.00,0.00,298.00,950.00,1.00,   BR,0
1903,2891,491,'2010-04-02 00:00:00',10,33.00,60.00,798.00,950.00,1.00, 165L,1
1904,2891,491,'2010-04-02 00:00:00',18,6.00,8.00,804.00,950.00,2.00, 165L,0
1905,2891,491,'2009-01-01 00:00:00',18,6.00,8.00,810.00,950.00,2.00,   BR,1
1906,2892,492,'2010-04-02 00:00:00',6,47.00,50.00,861.00,950.00,3.00, 780L,1
1907,2892,492,'2010-04-02 00:00:00',10,57.00,60.00,868.00,950.00,3.00, 780L,1
1908,2892,492,'2010-04-02 00:00:00',18,8.00,8.00,920.00,950.00,3.00, 780L,1
1909,2893,493,'2010-04-02 00:00:00',6,28.00,50.00,796.00,950.00,1.00, 270L,0
1910,2893,493,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,   60,1
1911,2893,493,'2009-01-01 00:00:00',10,0.00,0.00,312.00,950.00,2.00,   60,0
1912,2893,493,'2010-04-02 00:00:00',10,29.00,60.00,791.00,950.00,1.00, 270L,1
1913,2893,493,'2010-04-02 00:00:00',18,7.00,8.00,818.00,950.00,2.00, 270L,0
1914,2893,493,'2009-01-01 00:00:00',18,7.00,8.00,833.00,950.00,2.00,   60,1
1915,2924,524,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00, 300L,0
1916,2924,524,'2009-01-01 00:00:00',6,36.00,50.00,817.00,950.00,2.00,   60,1
1917,2924,524,'2010-04-02 00:00:00',10,42.00,60.00,815.00,950.00,2.00, 300L,0
1918,2924,524,'2009-01-01 00:00:00',10,0.00,0.00,387.00,950.00,3.00,   60,1
1919,2924,524,'2010-04-02 00:00:00',18,8.00,8.00,822.00,950.00,2.00, 300L,0
1920,2924,524,'2009-01-01 00:00:00',18,6.00,8.00,833.00,950.00,2.00,   60,1
1921,2925,525,'2009-01-01 00:00:00',6,44.00,50.00,840.00,950.00,2.00,  205,0
1922,2925,525,'2010-04-02 00:00:00',6,45.00,50.00,850.00,950.00,3.00, 515L,1
1923,2925,525,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  205,0
1924,2925,525,'2010-04-02 00:00:00',10,47.00,60.00,827.00,950.00,2.00, 515L,1
1925,2925,525,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,0
1926,2925,525,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
1927,2926,526,'2009-01-01 00:00:00',6,41.00,50.00,830.00,950.00,2.00,  285,0
1928,2926,526,'2010-04-02 00:00:00',6,44.00,50.00,842.00,950.00,2.00, 725L,1
1929,2926,526,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 725L,0
1930,2926,526,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00,  285,1
1931,2926,526,'2009-01-01 00:00:00',18,7.00,8.00,859.00,950.00,3.00,  285,0
1932,2926,526,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
1933,2954,554,'2009-01-01 00:00:00',6,36.00,50.00,817.00,950.00,2.00,   60,0
1934,2954,554,'2010-04-02 00:00:00',6,41.00,50.00,830.00,950.00,2.00, 515L,1
1935,2954,554,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 515L,0
1936,2954,554,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00,   60,1
1937,2954,554,'2010-04-02 00:00:00',18,7.00,8.00,851.00,950.00,3.00, 515L,0
1938,2954,554,'2009-01-01 00:00:00',18,6.00,8.00,833.00,950.00,2.00,   60,1
