StudentCourseID,StudentID,SISStudentID,CourseID,StaffID,FacilityID,PeriodID,CourseDate,EnrollmentDate,EnrollmentCodeID,WithdrawalDate,WithdrawalCodeID,GradeLevel
118266,2907,507,2523,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118267,2907,507,2520,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118268,2907,507,2491,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118269,2907,507,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118270,2908,508,2517,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118271,2908,508,2539,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118272,2908,508,2520,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118273,2908,508,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118274,2908,508,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118275,2908,508,2511,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118276,2908,508,2522,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118277,2931,531,2519,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118278,2931,531,2850,21,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118279,2931,531,2539,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118280,2931,531,2520,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118281,2931,531,2517,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118282,2931,531,2522,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118283,2931,531,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118284,2932,532,2517,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118285,2932,532,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118286,2932,532,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118287,2932,532,2511,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118288,2932,532,2539,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118289,2932,532,2520,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118290,2932,532,2522,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118291,2933,533,2539,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118292,2933,533,2517,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118293,2933,533,2491,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118294,2933,533,2520,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118295,2933,533,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118296,2933,533,2851,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118297,2933,533,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118298,2934,534,2551,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118299,2934,534,2832,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118300,2934,534,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118301,2934,534,2711,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118302,2934,534,2576,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118303,2934,534,2495,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118304,2934,534,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2008-09-20 00:00:00',144,09
118305,2935,535,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118306,2935,535,2517,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118307,2935,535,2522,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118308,2935,535,2527,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118309,2935,535,2518,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118310,2935,535,2514,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118311,2978,578,2630,40,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118312,2978,578,2558,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118313,2978,578,2481,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118314,2978,578,2505,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118315,2978,578,2852,30,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118316,2978,578,2492,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118317,2982,582,2536,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118318,2982,582,2481,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118319,2982,582,2505,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118320,2982,582,2475,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118321,2982,582,2484,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118322,2982,582,2506,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118323,3006,606,2832,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118324,3006,606,2551,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118325,3006,606,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118326,3006,606,2525,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118327,3006,606,2576,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118328,3006,606,2711,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118329,3006,606,2476,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118330,3008,608,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118331,3008,608,2520,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118332,3008,608,2517,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118333,3008,608,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118334,3008,608,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118335,3008,608,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118336,3008,608,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118337,3031,631,2853,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118338,3031,631,2520,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118339,3031,631,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118340,3031,631,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118341,3031,631,2517,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118342,3031,631,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118343,3031,631,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118344,3033,633,2486,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118345,3033,633,2538,30,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118346,3033,633,2543,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118347,3033,633,2485,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118348,3033,633,2473,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118349,3033,633,2531,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118350,3034,634,2837,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118351,3034,634,2548,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118352,3034,634,2520,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118353,3034,634,2522,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118354,3034,634,2839,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118355,3034,634,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118356,3035,635,2491,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118357,3035,635,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118358,3035,635,2834,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118359,3035,635,2836,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118360,3035,635,2835,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118361,3035,635,2523,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118362,3078,678,2842,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118363,3078,678,2844,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118364,3078,678,2558,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118365,3078,678,2843,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118366,3078,678,2845,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118367,3078,678,2542,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118368,3082,682,2485,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118369,3082,682,2486,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118370,3082,682,2576,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118371,3082,682,2473,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118372,3082,682,2543,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118373,3082,682,2538,16,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118374,3106,706,2511,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118375,3106,706,2531,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118376,3106,706,2467,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118377,3106,706,2467,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118378,3106,706,2467,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118379,3106,706,2467,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118380,3106,706,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118381,3107,707,2494,16,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118382,3107,707,2481,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118383,3107,707,2475,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118384,3107,707,2854,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118385,3107,707,2492,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118386,3107,707,2505,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118387,3108,708,2836,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118388,3108,708,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118389,3108,708,2834,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118390,3108,708,2557,30,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118391,3108,708,2835,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118392,3108,708,2574,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118393,3131,731,2533,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118394,3131,731,2523,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118395,3131,731,2535,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118396,3131,731,2547,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118397,3131,731,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118398,3131,731,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118399,3131,731,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118400,3132,732,2515,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118401,3132,732,2564,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118402,3132,732,2484,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118403,3132,732,2471,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118404,3132,732,2474,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118405,3132,732,2628,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118406,3132,732,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118407,3133,733,2835,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118408,3133,733,2834,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118409,3133,733,2836,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118410,3133,733,2845,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118411,3133,733,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118412,3133,733,2538,16,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118413,3134,734,2837,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118414,3134,734,2855,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118415,3134,734,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118416,3134,734,2834,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118417,3134,734,2835,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118418,3134,734,2836,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118419,3135,735,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118420,3135,735,2523,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118421,3135,735,2517,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118422,3135,735,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118423,3135,735,2531,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118424,3135,735,2520,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118425,3178,778,2539,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118426,3178,778,2855,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118427,3178,778,2836,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118428,3178,778,2835,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118429,3178,778,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118430,3178,778,2477,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118431,3178,778,2839,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118432,3182,782,2836,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118433,3182,782,2476,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118434,3182,782,2835,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118435,3182,782,2848,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118436,3182,782,2834,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118437,3182,782,2531,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118438,3206,806,2836,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118439,3206,806,2835,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118440,3206,806,2629,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118441,3206,806,2834,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118442,3206,806,2538,30,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118443,3206,806,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118444,3207,807,2465,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118445,3207,807,2510,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118446,3207,807,2568,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118447,3207,807,2528,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118448,3207,807,2568,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118449,3207,807,2466,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118450,3208,808,2505,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118451,3208,808,2854,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118452,3208,808,2481,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118453,3208,808,2494,16,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118454,3208,808,2475,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118455,3208,808,2492,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118456,3232,832,2848,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118457,3232,832,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118458,3232,832,2517,34,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118459,3232,832,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118460,3232,832,2520,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118461,3232,832,2622,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118462,3233,833,2836,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118463,3233,833,2834,35,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118464,3233,833,2835,33,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118465,3233,833,2845,25,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118466,3233,833,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118467,3233,833,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118468,3234,834,2839,36,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118469,3234,834,2531,38,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118470,3234,834,2523,29,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118471,3234,834,2520,22,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118472,3234,834,2856,13,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118473,3234,834,2522,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118474,3235,835,2513,11,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118475,3235,835,2848,9,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118476,3235,835,2531,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118477,3235,835,2520,17,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118478,3235,835,2517,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118479,3235,835,2522,32,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118480,3278,878,2520,18,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118481,3278,878,2523,10,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
118482,3278,878,2491,20,1,1,'2009-08-20 00:00:00','2009-07-01 00:00:00',1,'2010-06-30 00:00:00',1,09
